molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
TCzTrz,gas,stddft,4.97e-08,5.06e-08,3.693,3.39,0.30299999999999994,0.3184,6.284
TCzTrz,toluene,stda,3.46e-08,-1.94e-08,3.702,3.368,0.3340000000000001,0.4086,6.17
TCzTrz,toluene,stddft,2.46e-08,8.31e-08,3.675,3.347,0.32799999999999985,0.36,6.17
TDBA-DI,gas,stda,7.88e-08,-4.45e-08,3.573,3.095,0.47799999999999976,0.149,6.0440000000000005
TDBA-DI,gas,stddft,-7.1e-09,3.14e-08,3.503,3.076,0.42700000000000005,0.2169,6.0440000000000005
TDBA-DI,toluene,stda,4.1e-09,1.73e-08,3.569,3.103,0.46599999999999975,0.031,5.989000000000001
TDBA-DI,toluene,stddft,7.4e-09,-2.11e-08,3.504,3.084,0.41999999999999993,0.218,5.989000000000001
TDBA-SBA,gas,stda,-2.33e-08,3.59e-08,3.561,3.069,0.492,0.2821,5.743999999999999
TDBA-SBA,gas,stddft,3.97e-08,-3.69e-08,3.485,3.049,0.43599999999999994,0.2286,5.743999999999999
TDBA-SBA,toluene,stda,-8.12e-08,-6.25e-08,3.561,3.075,0.48599999999999977,0.279,5.678
TDBA-SBA,toluene,stddft,-2.51e-08,1.15e-08,3.487,3.055,0.43199999999999994,0.227,5.678
TDBA-TPDICz,gas,stda,-9.7e-09,1.33e-07,3.198,2.697,0.5009999999999999,0.391,5.836999999999999
TDBA-TPDICz,gas,stddft,-8e-09,-6.81e-08,3.103,2.67,0.4330000000000003,0.3087,5.836999999999999
TDBA-TPDICz,toluene,stda,-5.68e-08,2.41e-08,3.178,2.675,0.5030000000000001,0.3837,5.783
TDBA-TPDICz,toluene,stddft,5.86e-08,-1.054e-07,3.082,2.648,0.4339999999999997,0.302,5.783
TDPA–TRZ,gas,stda,-6.81e-08,1.81e-08,3.497,2.966,0.5309999999999997,1.557,6.396
TDPA–TRZ,gas,stddft,-7.63e-08,3.66e-08,3.47,2.938,0.532,1.4361,6.396
TDPA–TRZ,toluene,stda,1.467e-07,-2.01e-08,3.488,2.942,0.5459999999999998,1.6169,6.421
TDPA–TRZ,toluene,stddft,8.03e-08,-3.41e-08,3.459,2.913,0.5460000000000003,1.4857,6.421
TFM-QP,gas,stda,-5.19e-08,1.683e-07,3.331,2.953,0.3780000000000001,0.0086,4.892999999999999
TFM-QP,gas,stddft,-6e-10,2.37e-08,3.297,2.924,0.3730000000000002,0.0118,4.892999999999999
TFM-QP,toluene,stda,-3.67e-08,2.5e-09,3.29,2.93,0.3599999999999999,0.0147,4.7989999999999995
TFM-QP,toluene,stddft,-5.97e-08,2.96e-08,3.278,2.9,0.3780000000000001,0.0071,4.7989999999999995
TMAB,gas,stda,5.5e-08,-8.95e-08,3.983,3.558,0.42500000000000027,0.0538,5.798
TMAB,gas,stddft,6.24e-08,-1.798e-07,3.974,3.536,0.43800000000000017,0.0469,5.798
TMAB,toluene,stda,-2.54e-08,-5.65e-08,4.042,3.474,0.5679999999999996,0.0837,5.937
TMAB,toluene,stddft,-2.16e-08,-1.78e-08,3.96,3.453,0.5070000000000001,0.0685,5.937
TMDBP,gas,stda,-6.91e-08,-3.15e-08,3.939,3.357,0.5819999999999999,0.1578,7.646000000000001
TMDBP,gas,stddft,2.92e-08,9.29e-08,3.895,3.32,0.5750000000000002,0.2,7.646000000000001
TMDBP,toluene,stda,-1.298e-07,1.34e-08,3.953,3.358,0.5949999999999998,0.1896,7.653
TMDBP,toluene,stddft,1.196e-07,3.15e-08,3.907,3.323,0.5840000000000001,0.2329,7.653
TMOE,gas,stda,3e-09,-6.58e-08,3.677,2.911,0.766,0.7044,6.937
TMOE,gas,stddft,-1.5e-09,4.98e-08,3.615,2.873,0.742,0.58,6.937
TMOE,toluene,stda,4.13e-08,4.22e-08,3.715,2.947,0.7679999999999998,0.737,6.971000000000001
TMOE,toluene,stddft,4.82e-08,5.2e-08,3.655,2.909,0.746,0.6091,6.971000000000001
TNPZ,gas,stda,-5e-10,-2.08e-08,3.296,3.078,0.21799999999999997,0.0071,5.183
TNPZ,gas,stddft,-1e-09,-3e-10,3.296,3.05,0.246,0.0072,5.183
TNPZ,toluene,stda,-7.3e-09,9.2e-09,3.277,3.052,0.2250000000000001,0.0067,5.171999999999999
TNPZ,toluene,stddft,3.1e-09,4.4e-08,3.275,3.023,0.2519999999999998,0.0068,5.171999999999999
TPA-2,gas,stda,3.76e-08,-5.18e-08,2.518,2.378,0.13999999999999968,0.0054,4.538
TPA-2,gas,stddft,-1.05e-08,-9.1e-09,2.517,2.357,0.1599999999999997,0.0055,4.538
TPA-2,toluene,stda,-1.2e-08,3.47e-08,2.453,2.13,0.32299999999999995,0.0484,4.343
TPA-2,toluene,stddft,-2.32e-08,8.8e-09,2.448,2.108,0.33999999999999986,0.0812,4.343
TPA-AN-NA,gas,stda,-2.7e-08,9.12e-08,3.232,2.281,0.9510000000000001,0.8182,5.784999999999999
TPA-AN-NA,gas,stddft,-6.2e-08,-1.462e-07,3.08,2.212,0.8679999999999999,0.5647,5.784999999999999
TPA-AN-NA,toluene,stda,-3.53e-08,-1.41e-07,3.232,2.281,0.9510000000000001,0.7717,5.742
TPA-AN-NA,toluene,stddft,4.9e-09,-1.087e-07,3.078,2.211,0.867,0.5279,5.742
TPA-AP,gas,stda,-8.95e-08,-1.503e-07,3.537,2.985,0.552,0.1889,5.433
TPA-AP,gas,stddft,-8.14e-08,-5.59e-08,3.516,2.935,0.581,0.1722,5.433
TPA-AP,toluene,stda,-8.47e-08,-1.16e-08,3.519,2.976,0.5430000000000001,0.2175,5.3100000000000005
TPA-AP,toluene,stddft,7.1e-09,-7.96e-08,3.498,2.927,0.5710000000000002,0.1955,5.3100000000000005
TPA-APm,gas,stda,1.32e-08,-4.64e-08,2.656,2.637,0.019000000000000128,0.0002,5.375
TPA-APm,gas,stddft,2.37e-08,1.05e-07,2.655,2.604,0.05099999999999971,0.0002,5.375
TPA-APm,toluene,stda,1.54e-08,-5.92e-08,2.636,2.529,0.1070000000000002,0.0003,5.2429999999999986
TPA-APm,toluene,stddft,4.7e-09,-9.3e-09,2.635,2.495,0.13999999999999968,0.0004,5.2429999999999986
TPA-APy,gas,stda,8e-10,-2e-10,2.796,2.831,-0.03500000000000014,0.002,5.373000000000001
TPA-APy,gas,stddft,-6.1e-09,-9.7e-09,2.794,2.829,-0.03500000000000014,0.002,5.373000000000001
TPA-APy,toluene,stda,-4e-10,3.3e-09,2.745,2.779,-0.03399999999999981,0.0035,5.218
TPA-APy,toluene,stddft,-3.5e-09,-2.1e-09,2.743,2.777,-0.03400000000000025,0.0035,5.218
TPA-BT-Q,gas,stda,-6.97e-08,-1.7e-08,4.076,3.492,0.5839999999999996,0.3453,7.483
TPA-BT-Q,gas,stddft,4.71e-08,1.7e-09,4.039,3.469,0.5699999999999998,0.351,7.483
TPA-BT-Q,toluene,stda,4.06e-08,4.03e-08,4.057,3.481,0.5760000000000005,0.5085,7.496
TPA-BT-Q,toluene,stddft,3.15e-08,-5.95e-08,4.02,3.458,0.5619999999999994,0.434,7.496
TPA-CN-N4,gas,stda,6e-10,-3.57e-08,3.218,3.152,0.06599999999999984,0.007,7.2440000000000015
TPA-CN-N4,gas,stddft,-6e-10,7.7e-08,3.217,3.102,0.11500000000000021,0.007,7.2440000000000015
TPA-CN-N4,toluene,stda,-0.0,5.29e-08,3.215,3.133,0.08199999999999985,0.007,7.2379999999999995
TPA-CN-N4,toluene,stddft,-4e-10,3.95e-08,3.214,3.083,0.13099999999999978,0.007,7.2379999999999995
TPA-CN-N4-2PY,gas,stda,-2.69e-08,1.46e-08,3.754,3.198,0.556,0.8656,6.8180000000000005
TPA-CN-N4-2PY,gas,stddft,4.81e-08,-7.4e-09,3.716,3.165,0.5510000000000002,0.7377,6.8180000000000005
TPA-CN-N4-2PY,toluene,stda,2.69e-08,1.34e-08,3.735,3.15,0.585,0.829,6.712
TPA-CN-N4-2PY,toluene,stddft,3.48e-08,3.42e-08,3.695,3.115,0.5799999999999996,0.6874,6.712
TPA-DCPP,gas,stda,4.61e-08,4.64e-08,3.641,3.249,0.3919999999999999,0.901,5.455
TPA-DCPP,gas,stddft,-4.3e-09,-4.34e-08,3.626,3.225,0.4009999999999998,0.8525,5.455
TPA-DCPP,toluene,stda,5.93e-08,3.08e-08,3.461,3.066,0.395,0.947,5.084
TPA-DCPP,toluene,stddft,-1.242e-07,1.86e-08,3.445,3.044,0.4009999999999998,0.8922,5.084
TPA-DPPI,gas,stda,4e-09,-1.1e-08,3.859,3.46,0.399,1.3103,6.49
TPA-DPPI,gas,stddft,1.14e-08,5.1e-09,3.828,3.432,0.3959999999999999,1.143,6.49
TPA-DPPI,toluene,stda,-3.32e-08,-4.64e-08,3.879,3.458,0.4209999999999998,0.1293,6.564
TPA-DPPI,toluene,stddft,-5.91e-08,-7.26e-08,3.842,3.429,0.41300000000000026,0.0604,6.564
TPA-L-BN,gas,stda,1e-09,1.27e-08,3.955,3.418,0.5369999999999999,0.3396,6.6579999999999995
TPA-L-BN,gas,stddft,-4.9e-09,-6.13e-08,3.914,3.394,0.52,0.2941,6.6579999999999995
TPA-L-BN,toluene,stda,-2.95e-08,-5.7e-09,3.915,3.411,0.504,0.0826,6.61
TPA-L-BN,toluene,stddft,1.3e-09,1.003e-07,3.874,3.388,0.4860000000000002,0.0628,6.61
TPA-NZP,gas,stda,4.58e-08,-1.028e-07,2.866,1.862,1.004,1.0929,5.436999999999999
TPA-NZP,gas,stddft,-5.96e-08,1.229e-07,2.707,1.778,0.9289999999999998,0.7557,5.436999999999999
TPA-NZP,toluene,stda,3.88e-08,-1.017e-07,2.837,1.852,0.9850000000000001,1.0541,5.321
TPA-NZP,toluene,stddft,-2.81e-08,-5.99e-08,2.681,1.768,0.913,0.7373,5.321
TPA-PPO,gas,stda,-5.7e-09,3.32e-08,3.562,2.927,0.6349999999999998,2.1444,6.143
TPA-PPO,gas,stddft,-5.94e-08,-5.16e-08,3.529,2.888,0.641,1.9195,6.143
TPA-PPO,toluene,stda,-7.43e-08,-8.71e-08,3.517,2.921,0.5960000000000001,2.1353,5.973
TPA-PPO,toluene,stddft,5.42e-08,-7.25e-08,3.486,2.882,0.6040000000000001,1.9188,5.973
TPA-PZCN,gas,stda,4.8e-09,-1.041e-07,3.269,3.027,0.242,0.0075,5.0120000000000005
TPA-PZCN,gas,stddft,-1.1e-09,-7.22e-08,3.267,2.995,0.2719999999999998,0.0082,5.0120000000000005
TPA-PZCN,toluene,stda,-2.9e-09,-1.17e-07,3.265,2.919,0.3460000000000001,0.7843,4.8740000000000006
TPA-PZCN,toluene,stddft,-1.91e-08,-7.78e-08,3.24,2.892,0.3480000000000003,1.2133,4.8740000000000006
TPA-PyF2,gas,stda,-7.4e-09,2.2e-09,4.025,3.522,0.5030000000000006,0.335,6.744
TPA-PyF2,gas,stddft,-6.53e-08,2.17e-08,3.992,3.499,0.4929999999999999,0.0792,6.744
TPA-PyF2,toluene,stda,-9e-10,-3e-09,3.941,3.485,0.45599999999999996,0.0467,6.768999999999999
TPA-PyF2,toluene,stddft,4.38e-08,1.66e-08,3.899,3.463,0.43599999999999994,0.0379,6.768999999999999
TPA-PyI,gas,stda,-1.354e-07,1.16e-08,3.836,3.376,0.45999999999999996,1.8102,6.669999999999999
TPA-PyI,gas,stddft,-6.09e-08,-1.079e-07,3.813,3.349,0.46399999999999997,1.6477,6.669999999999999
TPA-PyI,toluene,stda,2.81e-08,6.37e-08,3.822,3.372,0.4500000000000002,1.801,6.680000000000001
TPA-PyI,toluene,stddft,-3.3e-09,-9.17e-08,3.8,3.345,0.4549999999999996,1.6416,6.680000000000001
TPACzPI,gas,stda,-4.02e-08,-1.21e-08,3.785,3.38,0.40500000000000025,0.0824,6.663
TPACzPI,gas,stddft,-1.423e-07,-5.71e-08,3.72,3.358,0.3620000000000001,0.0707,6.663
TPACzPI,toluene,stda,4.8e-09,-5.17e-08,3.767,3.388,0.379,0.6165,6.538
TPACzPI,toluene,stddft,-1.2e-09,-1.174e-07,3.721,3.366,0.355,0.1491,6.538
TPADSO2,gas,stda,-2.58e-08,-2.46e-08,3.681,3.139,0.5420000000000003,1.1537,6.841999999999999
TPADSO2,gas,stddft,-1e-10,-6.81e-08,3.637,3.111,0.5259999999999998,1.0344,6.841999999999999
TPADSO2,toluene,stda,-8.17e-08,-1.133e-07,3.586,3.041,0.5449999999999999,1.2069,6.582999999999999
TPADSO2,toluene,stddft,8e-09,5.05e-08,3.539,3.014,0.5250000000000004,1.077,6.582999999999999
TPAPm,gas,stda,4.13e-08,4.02e-08,3.487,2.856,0.6310000000000002,2.0,6.199000000000001
TPAPm,gas,stddft,4.49e-08,-1.82e-08,3.463,2.829,0.6339999999999999,1.8451,6.199000000000001
TPAPm,toluene,stda,-3.56e-08,1.93e-08,3.369,2.727,0.6420000000000003,2.0825,6.052
TPAPm,toluene,stddft,-5.5e-08,-8.6e-09,3.341,2.699,0.6420000000000003,1.9133,6.052
TPAPyPI,gas,stda,-2.71e-08,-8.09e-08,3.688,2.736,0.952,0.0111,5.881
TPAPyPI,gas,stddft,-3.61e-08,-5.98e-08,3.6,2.668,0.9319999999999999,0.18,5.881
TPAPyPI,toluene,stda,-1.42e-08,-1.058e-07,3.678,2.727,0.9510000000000001,0.0487,5.782
TPAPyPI,toluene,stddft,1.06e-08,-6.69e-08,3.618,2.658,0.96,0.5593,5.782
TPA–2PPITPA,gas,stda,-5.54e-08,3.66e-08,3.846,3.474,0.3719999999999999,0.4272,6.593999999999999
TPA–2PPITPA,gas,stddft,-4.73e-08,-9.08e-08,3.817,3.453,0.3640000000000003,0.3862,6.593999999999999
TPA–2PPITPA,toluene,stda,6e-10,-3.71e-08,3.846,3.482,0.3639999999999999,1.2335,6.508
TPA–2PPITPA,toluene,stddft,3.5e-09,4.86e-08,3.822,3.459,0.363,1.0918,6.508
TPA–2SPPITPA,gas,stda,4.67e-08,-1.57e-08,3.505,2.892,0.613,0.7535,5.994000000000001
TPA–2SPPITPA,gas,stddft,6.01e-08,-6e-10,3.483,2.852,0.6310000000000002,0.7518,5.994000000000001
TPA–2SPPITPA,toluene,stda,7.53e-08,-3.93e-08,3.441,2.818,0.6229999999999998,0.4404,5.853000000000001
TPA–2SPPITPA,toluene,stddft,-7.46e-08,1.04e-07,3.408,2.777,0.6309999999999998,0.4906,5.853000000000001
TPA–DAP–TPA,gas,stda,1.37e-08,-1.147e-07,3.222,2.309,0.9129999999999998,2.076,5.746
TPA–DAP–TPA,gas,stddft,-1.271e-07,2.54e-08,3.124,2.242,0.8820000000000001,1.566,5.746
TPA–DAP–TPA,toluene,stda,8.12e-08,4.35e-08,3.206,2.3,0.9060000000000001,2.1293,5.675
TPA–DAP–TPA,toluene,stddft,-2.14e-08,-9.52e-08,3.111,2.233,0.8780000000000001,1.6098,5.675
TPB-AC,gas,stda,-2.32e-08,-2.76e-08,3.867,3.384,0.4830000000000001,0.9884,6.3069999999999995
TPB-AC,gas,stddft,-5.15e-08,6.25e-08,3.837,3.36,0.4770000000000003,0.8853,6.3069999999999995
TPB-AC,toluene,stda,-1.61e-08,-6e-08,3.9,3.419,0.48099999999999987,1.0634,6.196
TPB-AC,toluene,stddft,9.92e-08,-3.4e-09,3.872,3.395,0.47699999999999987,0.9542,6.196
TPBPPI-PBI,gas,stda,-9.8e-09,6.87e-08,3.936,3.6,0.33599999999999985,0.1292,6.9270000000000005
TPBPPI-PBI,gas,stddft,-3.75e-08,9.9e-09,3.899,3.57,0.3290000000000002,0.1225,6.9270000000000005
TPBPPI-PBI,toluene,stda,-2.5e-08,1.238e-07,3.871,3.54,0.33099999999999996,0.1928,7.029999999999999
TPBPPI-PBI,toluene,stddft,-4.31e-08,6.57e-08,3.831,3.512,0.31899999999999995,0.1788,7.029999999999999
TPBPPI-PY,gas,stda,-2.59e-08,-1.393e-07,3.962,3.547,0.41500000000000004,0.136,7.121
TPBPPI-PY,gas,stddft,1.63e-08,1.77e-08,3.928,3.515,0.4129999999999998,0.1292,7.121
TPBPPI-PY,toluene,stda,3.6e-08,-1.15e-07,3.894,3.493,0.40100000000000025,0.2671,7.1770000000000005
TPBPPI-PY,toluene,stddft,-1.13e-08,-2.41e-08,3.857,3.463,0.39400000000000013,0.2479,7.1770000000000005
TPD4PA,gas,stda,4.9e-08,1.7e-09,3.286,2.893,0.39300000000000024,0.2709,6.127999999999999
TPD4PA,gas,stddft,-6.94e-08,-1.65e-08,3.227,2.873,0.35399999999999965,0.2336,6.127999999999999
TPD4PA,toluene,stda,-2.88e-08,-4.1e-09,3.288,2.887,0.4009999999999998,0.2559,5.9670000000000005
TPD4PA,toluene,stddft,-5.03e-08,2.34e-08,3.231,2.866,0.36499999999999977,0.2209,5.9670000000000005
TPM2CN,gas,stda,2e-10,1.4e-09,3.764,3.357,0.4069999999999996,0.9447,6.149
TPM2CN,gas,stddft,-5.1e-09,-2.33e-08,3.735,3.327,0.4079999999999999,0.8261,6.149
TPM2CN,toluene,stda,1.29e-08,-5.44e-08,3.749,3.354,0.395,0.8176,5.999999999999999
TPM2CN,toluene,stddft,-1.121e-07,6.03e-08,3.718,3.323,0.395,0.7091,5.999999999999999
TPSi-F,gas,stda,5.32e-08,-3.46e-08,4.668,3.838,0.8300000000000001,0.3428,8.285
TPSi-F,gas,stddft,-7.32e-08,-8.01e-08,4.605,3.799,0.8060000000000005,0.3388,8.285
TPSi-F,toluene,stda,-5.21e-08,6.89e-08,4.637,3.828,0.8089999999999997,0.3302,8.275
TPSi-F,toluene,stddft,1.033e-07,-6.64e-08,4.576,3.79,0.7859999999999996,0.3184,8.275
TPTI,gas,stda,7.6e-09,-4.29e-08,3.233,2.569,0.6640000000000001,0.1816,6.62
TPTI,gas,stddft,5.7e-09,-2.49e-08,3.112,2.537,0.5750000000000002,0.1426,6.62
TPTI,toluene,stda,-2.56e-08,4e-09,3.215,2.55,0.665,0.1809,6.591000000000001
TPTI,toluene,stddft,2.55e-08,-3.31e-08,3.094,2.518,0.5760000000000001,0.1422,6.591000000000001
TPXZ-as-TAZ,gas,stda,-4.26e-08,2.03e-08,3.033,2.826,0.20699999999999985,0.4392,5.093999999999999
TPXZ-as-TAZ,gas,stddft,3.95e-08,-2.96e-08,3.025,2.815,0.20999999999999996,0.4781,5.093999999999999
TPXZ-as-TAZ,toluene,stda,-3.62e-08,-1.16e-08,2.926,2.699,0.2270000000000003,0.4911,5.212000000000001
TPXZ-as-TAZ,toluene,stddft,1.82e-08,-1.15e-08,2.909,2.689,0.21999999999999975,0.4546,5.212000000000001
TPXZ–as-TAZ,gas,stda,-2.35e-08,-1.09e-08,3.035,2.821,0.21399999999999997,0.6806,5.089
TPXZ–as-TAZ,gas,stddft,3.72e-08,2.8e-09,3.024,2.811,0.21300000000000008,0.6685,5.089
TPXZ–as-TAZ,toluene,stda,-3.7e-08,9.58e-08,2.885,2.832,0.052999999999999936,0.0414,5.196999999999999
TPXZ–as-TAZ,toluene,stddft,-4.1e-08,5.08e-08,2.881,2.812,0.06899999999999995,0.0404,5.196999999999999
TRZ-3SO2,gas,stda,-7.1e-09,-5.7e-09,4.205,4.137,0.0680000000000005,0.0056,7.697
TRZ-3SO2,gas,stddft,6.8e-09,5.22e-08,4.204,4.103,0.10099999999999998,0.0055,7.697
TRZ-3SO2,toluene,stda,4.6e-09,-3.22e-08,4.122,4.139,-0.017000000000000348,0.0011,7.832000000000001
TRZ-3SO2,toluene,stddft,-8.5e-09,-7.75e-08,4.12,4.132,-0.011999999999999567,0.0011,7.832000000000001
TRZ-pIC,gas,stda,-4.43e-08,-3.8e-08,3.198,2.697,0.5009999999999999,0.3913,5.842999999999999
TRZ-pIC,gas,stddft,1.084e-07,8.91e-08,3.103,2.67,0.4330000000000003,0.3089,5.842999999999999
TRZ-pIC,toluene,stda,-3.02e-08,-5.04e-08,3.178,2.675,0.5030000000000001,0.3844,5.7860000000000005
TRZ-pIC,toluene,stddft,-3.91e-08,-4.9e-08,3.082,2.648,0.4339999999999997,0.3027,5.7860000000000005
TRZ3DPA,gas,stda,-3.31e-08,6.17e-08,3.5,2.97,0.5299999999999998,1.5555,6.399
TRZ3DPA,gas,stddft,-1.05e-08,-1.7e-09,3.473,2.942,0.5309999999999997,1.4346,6.399
TRZ3DPA,toluene,stda,-1.94e-08,1.48e-08,3.485,2.936,0.5489999999999999,1.6313,6.422
TRZ3DPA,toluene,stddft,1.65e-08,-4.58e-08,3.457,2.907,0.5499999999999998,1.4985,6.422
TS-1,gas,stda,-5.47e-08,-3.01e-08,3.861,3.407,0.4540000000000002,0.2239,7.606999999999999
TS-1,gas,stddft,1.67e-08,-2.18e-08,3.788,3.384,0.4039999999999999,0.1926,7.606999999999999
TS-1,toluene,stda,-9.78e-08,5.84e-08,3.874,3.421,0.4530000000000003,0.2631,7.608
TS-1,toluene,stddft,-1.107e-07,2.82e-08,3.803,3.399,0.4039999999999999,0.2262,7.608
TSBFB,gas,stda,-7.35e-08,1.45e-08,4.485,3.734,0.7510000000000003,2.2068,7.666
TSBFB,gas,stddft,7.71e-08,-1.84e-08,4.448,3.695,0.7530000000000006,1.9625,7.666
TSBFB,toluene,stda,1.74e-08,5.19e-08,4.456,3.729,0.7270000000000003,1.4771,7.651
TSBFB,toluene,stddft,-5.48e-08,5.2e-09,4.419,3.691,0.7279999999999998,1.3087,7.651
TX-CzPh,gas,stda,-3.61e-08,3.64e-08,3.596,2.884,0.7120000000000002,0.1698,6.438999999999999
TX-CzPh,gas,stddft,2.69e-08,-6.42e-08,3.485,2.859,0.6259999999999999,0.1314,6.438999999999999
TX-CzPh,toluene,stda,-2.21e-08,4.45e-08,3.62,2.904,0.7160000000000002,0.175,6.367999999999999
TX-CzPh,toluene,stddft,6.2e-08,3.66e-08,3.51,2.877,0.633,0.1368,6.367999999999999
TXO-P-Si,gas,stda,-1.59e-08,-1.64e-08,3.534,3.543,-0.009000000000000341,0.0005,7.4
TXO-P-Si,gas,stddft,4.48e-08,7.2e-09,3.532,3.542,-0.009999999999999787,0.0004,7.4
TXO-P-Si,toluene,stda,-3.46e-08,2.5e-08,3.625,3.63,-0.004999999999999893,0.0002,7.349
TXO-P-Si,toluene,stddft,-2.74e-08,-1.93e-08,3.624,3.629,-0.004999999999999893,0.0002,7.349
TXO-TPA,gas,stda,6.05e-08,4.84e-08,3.606,3.186,0.41999999999999993,0.0019,5.630000000000001
TXO-TPA,gas,stddft,2.7e-08,-2.53e-08,3.605,3.159,0.4460000000000002,0.0035,5.630000000000001
TXO-TPA,toluene,stda,8.3e-09,-3.71e-08,3.604,3.127,0.4770000000000003,0.1449,5.378
TXO-TPA,toluene,stddft,-4.55e-08,1.17e-08,3.592,3.101,0.4910000000000001,0.5004,5.378
Tri-PXZ-PCN,gas,stda,1.6e-08,-2.83e-08,2.868,2.582,0.28600000000000003,0.6123,4.793999999999999
Tri-PXZ-PCN,gas,stddft,7.39e-08,1.94e-08,2.849,2.572,0.27700000000000014,0.5454,4.793999999999999
Tri-PXZ-PCN,toluene,stda,9.8e-09,-5.18e-08,2.872,2.581,0.2909999999999999,0.5192,4.8420000000000005
Tri-PXZ-PCN,toluene,stddft,-1.48e-08,2.07e-08,2.851,2.57,0.28100000000000014,0.4646,4.8420000000000005
TrisCz-Trz,gas,stda,2.62e-08,3.38e-08,3.628,3.389,0.23900000000000032,0.0766,6.435999999999999
TrisCz-Trz,gas,stddft,-3.93e-08,1.112e-07,3.609,3.369,0.23999999999999977,0.0754,6.435999999999999
TrisCz-Trz,toluene,stda,-1.85e-08,3.1e-09,3.781,3.417,0.3640000000000003,0.1057,6.734
TrisCz-Trz,toluene,stddft,2.98e-08,1.5e-08,3.764,3.395,0.3689999999999998,0.1082,6.734
UGH3,gas,stda,-4.09e-08,3.82e-08,5.244,5.246,-0.002000000000000668,0.0002,9.927
UGH3,gas,stddft,-2.34e-08,-4.96e-08,5.215,5.202,0.0129999999999999,0.0002,9.927
UGH3,toluene,stda,3.66e-08,4.03e-08,5.214,5.189,0.025000000000000355,0.0003,9.947
UGH3,toluene,stddft,-2.55e-08,-5.73e-08,5.187,5.145,0.0420000000000007,0.0003,9.947
VBC-PTZ,gas,stda,-2.02e-08,7.43e-08,3.156,2.544,0.6120000000000001,1.2251,6.047
VBC-PTZ,gas,stddft,-2.93e-08,5.73e-08,3.113,2.505,0.6080000000000001,1.062,6.047
VBC-PTZ,toluene,stda,3.7e-09,-7.35e-08,3.038,2.354,0.6839999999999997,1.2758,5.808000000000002
VBC-PTZ,toluene,stddft,-7.5e-09,-8.07e-08,2.986,2.309,0.677,1.0905,5.808000000000002
VBN0,gas,stda,2.01e-08,-5.76e-08,3.657,3.204,0.45299999999999985,0.4964,6.815
VBN0,gas,stddft,7.55e-08,2.46e-08,3.623,3.18,0.44300000000000006,0.4566,6.815
VBN0,toluene,stda,1.44e-08,1.393e-07,3.656,3.145,0.5110000000000001,0.5364,6.8149999999999995
VBN0,toluene,stddft,-3.47e-08,2.16e-08,3.613,3.121,0.492,0.4794,6.8149999999999995
V–TPA,gas,stda,7.5e-09,2.96e-08,3.837,3.464,0.3730000000000002,1.0765,6.631
V–TPA,gas,stddft,9.58e-08,2e-09,3.805,3.44,0.3650000000000002,0.9371,6.631
V–TPA,toluene,stda,-3.56e-08,1.09e-07,3.826,3.437,0.38900000000000023,1.043,6.435
V–TPA,toluene,stddft,8.1e-09,-2.91e-08,3.794,3.414,0.3799999999999999,0.9066,6.435
XCBP,gas,stda,4.24e-08,-4.1e-09,3.86,3.399,0.46099999999999985,0.2014,6.4559999999999995
XCBP,gas,stddft,-3.33e-08,4.04e-08,3.789,3.375,0.41400000000000015,0.1661,6.4559999999999995
XCBP,toluene,stda,5.3e-09,-6.49e-08,3.461,3.384,0.07699999999999996,0.0008,6.371
XCBP,toluene,stddft,1.545e-07,-8.82e-08,3.46,3.359,0.10099999999999998,0.0007,6.371
XPhos,gas,stda,6e-09,1.141e-07,4.17,3.024,1.146,0.5927,7.753
XPhos,gas,stddft,5.7e-09,9.28e-08,4.037,2.974,1.0629999999999997,0.4492,7.753
XPhos,toluene,stda,1.48e-08,-5e-08,4.165,3.048,1.117,0.5139,7.8
XPhos,toluene,stddft,1.072e-07,8.88e-08,4.039,3.0,1.0389999999999997,0.3945,7.8
XT-T,gas,stda,-3.87e-08,1.47e-08,4.013,3.509,0.504,0.0316,7.529
XT-T,gas,stddft,-3.41e-08,1.43e-08,3.983,3.483,0.5,0.0329,7.529
XT-T,toluene,stda,7.5e-09,4.3e-08,4.152,3.595,0.5569999999999999,0.0476,7.741
XT-T,toluene,stddft,-4.2e-08,-8.29e-08,4.11,3.572,0.5380000000000003,0.034,7.741
Xm-mCP,gas,stda,-6.81e-08,-5.75e-08,3.884,3.253,0.6309999999999998,0.2301,6.441
Xm-mCP,gas,stddft,1.46e-08,2.75e-08,3.809,3.228,0.581,0.0509,6.441
Xm-mCP,toluene,stda,7.8e-09,1.75e-08,3.805,3.286,0.5190000000000001,0.0019,6.421999999999999
Xm-mCP,toluene,stddft,3.37e-08,1.131e-07,3.803,3.259,0.544,0.0045,6.421999999999999
Xp-mCP,gas,stda,-4.78e-08,-1.14e-08,3.904,3.259,0.645,0.1881,6.442
Xp-mCP,gas,stddft,1.056e-07,3.85e-08,3.806,3.232,0.5739999999999998,0.1419,6.442
Xp-mCP,toluene,stda,-1.28e-08,-4.43e-08,3.877,3.297,0.5799999999999996,0.0069,6.325
Xp-mCP,toluene,stddft,-3.22e-08,4.78e-08,3.833,3.268,0.5650000000000004,0.1788,6.325
