molecule,environment,method,S1_overlap,T1_overlap,S1_energy_eV,T1_energy_eV,Delta_E_ST_eV,S1_osc_strength,HOMO_LUMO_gap_eV
Yad,gas,stda,2.86e-08,-3.66e-08,3.353,2.838,0.5150000000000001,0.2857,6.390000000000001
Yad,gas,stddft,-6.9e-09,-2.53e-08,3.28,2.81,0.46999999999999975,0.2304,6.390000000000001
Yad,toluene,stda,-4.65e-08,3.27e-08,3.316,2.799,0.5169999999999999,0.2926,6.417999999999999
Yad,toluene,stddft,3.31e-08,-2.12e-08,3.242,2.771,0.4710000000000001,0.2365,6.417999999999999
Z-o-DHMPA,gas,stda,5.61e-08,-1.019e-07,3.223,2.219,1.004,0.3853,6.386000000000001
Z-o-DHMPA,gas,stddft,4.29e-08,-1.41e-08,3.037,2.147,0.8900000000000001,0.2648,6.386000000000001
Z-o-DHMPA,toluene,stda,-1.13e-08,9.3e-08,3.285,2.266,1.0190000000000001,0.3588,6.448
Z-o-DHMPA,toluene,stddft,-4.75e-08,2.94e-08,3.097,2.193,0.9039999999999999,0.2481,6.448
ZDN,gas,stda,2.09e-08,4.5e-09,3.831,3.425,0.40600000000000014,0.104,7.098999999999999
ZDN,gas,stddft,-2.04e-08,4.57e-08,3.77,3.402,0.3679999999999999,0.0856,7.098999999999999
ZDN,toluene,stda,6.56e-08,-5.59e-08,3.826,3.405,0.42100000000000026,0.1089,7.1209999999999996
ZDN,toluene,stddft,1.4e-09,-3.19e-08,3.763,3.382,0.3809999999999998,0.0904,7.1209999999999996
ZDZ,gas,stda,1.07e-08,5e-10,3.77,3.388,0.3820000000000001,0.0854,7.056
ZDZ,gas,stddft,5.21e-08,9.82e-08,3.708,3.372,0.3360000000000003,0.0698,7.056
ZDZ,toluene,stda,6.01e-08,5.89e-08,3.774,3.389,0.38500000000000023,0.0882,7.095000000000001
ZDZ,toluene,stddft,-1.071e-07,5.78e-08,3.711,3.372,0.33899999999999997,0.072,7.095000000000001
[BMIM][PF6],gas,stda,2.8e-09,9.85e-08,4.604,3.817,0.7869999999999999,0.1939,8.286
[BMIM][PF6],gas,stddft,-1.2e-08,4.07e-08,4.551,3.777,0.774,0.3068,8.286
[BMIM][PF6],toluene,stda,-3.28e-08,5.46e-08,4.562,3.8,0.7620000000000005,0.3002,8.267999999999999
[BMIM][PF6],toluene,stddft,2.35e-08,8.62e-08,4.504,3.761,0.7429999999999994,0.324,8.267999999999999
arylene,gas,stda,9.5e-09,-7.49e-08,3.848,3.392,0.45599999999999996,1.1827,7.059
arylene,gas,stddft,-9.47e-08,4.71e-08,3.802,3.362,0.43999999999999995,0.9396,7.059
arylene,toluene,stda,-2.12e-08,-6.44e-08,3.855,3.39,0.46499999999999986,1.2051,6.99
arylene,toluene,stddft,-8.16e-08,-1.69e-08,3.809,3.36,0.4490000000000003,0.9453,6.99
benzoxazole,gas,stda,1.2e-08,1.39e-07,3.663,2.991,0.6719999999999997,0.3092,7.247000000000001
benzoxazole,gas,stddft,6.8e-09,-6.02e-08,3.605,2.95,0.6549999999999998,0.2682,7.247000000000001
benzoxazole,toluene,stda,3.27e-08,-2.04e-08,3.541,2.882,0.6589999999999998,0.3316,7.1
benzoxazole,toluene,stddft,-2.12e-08,-2.82e-08,3.483,2.842,0.641,0.2851,7.1
bpipH,gas,stda,-8.6e-09,-4.25e-08,3.839,3.202,0.637,0.5819,7.199
bpipH,gas,stddft,2.88e-08,-4.92e-08,3.764,3.171,0.593,0.515,7.199
bpipH,toluene,stda,5.41e-08,-3.4e-09,3.85,3.224,0.6259999999999999,0.5233,7.237
bpipH,toluene,stddft,4.4e-09,5.08e-08,3.776,3.192,0.5839999999999996,0.4709,7.237
c-D2T,gas,stda,-3.87e-08,-2.95e-08,3.56,3.344,0.2160000000000002,0.2903,5.952999999999999
c-D2T,gas,stddft,1.88e-08,5.81e-08,3.547,3.334,0.21300000000000008,0.2683,5.952999999999999
c-D2T,toluene,stda,-4.92e-08,9.58e-08,3.766,3.348,0.41800000000000015,0.1118,6.048
c-D2T,toluene,stddft,1.66e-08,5.1e-08,3.699,3.327,0.3719999999999999,0.1562,6.048
cyclohexanone,gas,stda,9.55e-08,2.21e-08,4.554,3.783,0.7710000000000004,0.3688,8.231000000000002
cyclohexanone,gas,stddft,-3.89e-08,-2.96e-08,4.491,3.746,0.7449999999999997,0.417,8.231000000000002
cyclohexanone,toluene,stda,-7.93e-08,-8.1e-08,4.521,3.78,0.7410000000000001,0.3798,8.235
cyclohexanone,toluene,stddft,-1.09e-07,5.44e-08,4.458,3.742,0.7160000000000002,0.3899,8.235
czpzpy,gas,stda,-4.7e-08,-3.71e-08,3.611,3.086,0.5250000000000004,0.3712,7.109999999999999
czpzpy,gas,stddft,1.186e-07,4.86e-08,3.535,3.059,0.476,0.3035,7.109999999999999
czpzpy,toluene,stda,4.12e-08,8e-09,3.631,3.105,0.5259999999999998,0.3709,7.1499999999999995
czpzpy,toluene,stddft,5.8e-08,1.05e-08,3.555,3.078,0.4770000000000003,0.3035,7.1499999999999995
dTolmp,gas,stda,1.09e-08,1.009e-07,5.055,4.991,0.06400000000000006,0.0006,9.551000000000002
dTolmp,gas,stddft,4.65e-08,-1.28e-08,5.027,4.953,0.07399999999999984,0.0006,9.551000000000002
dTolmp,toluene,stda,5.07e-08,-1.22e-08,5.033,4.987,0.04600000000000026,0.0005,9.465
dTolmp,toluene,stddft,6.9e-09,-1.46e-08,5.005,4.955,0.04999999999999982,0.0005,9.465
dbG2TAZ,gas,stda,-4.2e-08,2.04e-08,3.649,3.049,0.6000000000000001,0.0401,7.039
dbG2TAZ,gas,stddft,7.51e-08,-1.368e-07,3.595,2.998,0.597,0.0378,7.039
dbG2TAZ,toluene,stda,-5.83e-08,9.98e-08,3.65,3.043,0.6069999999999998,0.0381,7.033
dbG2TAZ,toluene,stddft,-3.23e-08,7.08e-08,3.598,2.993,0.605,0.0359,7.033
diarylbiindole,gas,stda,-7.31e-08,1.279e-07,3.654,2.666,0.988,0.177,6.521
diarylbiindole,gas,stddft,2.091e-07,-7.47e-08,3.545,2.598,0.9470000000000001,0.6816,6.521
diarylbiindole,toluene,stda,6.32e-08,-3.55e-08,3.643,2.666,0.9769999999999999,0.1753,6.526
diarylbiindole,toluene,stddft,-1.69e-08,-2.9e-08,3.54,2.598,0.9420000000000002,0.6638,6.526
dpmb,gas,stda,1e-08,3.22e-08,4.979,4.818,0.16100000000000048,0.0009,9.117
dpmb,gas,stddft,3.53e-08,4.31e-08,4.951,4.779,0.1719999999999997,0.0009,9.117
dpmb,toluene,stda,-7.4e-09,5.7e-08,4.955,4.829,0.12600000000000033,0.0014,9.083
dpmb,toluene,stddft,-5.02e-08,-1.72e-08,4.927,4.79,0.13699999999999957,0.0014,9.083
dpmt,gas,stda,4.9e-09,-5.9e-09,5.105,4.056,1.0490000000000004,0.001,8.523
dpmt,gas,stddft,1.052e-07,-5.5e-08,5.076,4.011,1.0649999999999995,0.0013,8.523
dpmt,toluene,stda,-3.86e-08,-3.5e-08,5.09,4.041,1.0489999999999995,0.0014,8.492
dpmt,toluene,stddft,-6.62e-08,-8.49e-08,5.061,3.995,1.0659999999999998,0.002,8.492
ethylacetate,gas,stda,-2.2e-09,-1.9e-08,3.132,3.0,0.13200000000000012,0.0016,6.412
ethylacetate,gas,stddft,2.93e-08,-4.91e-08,3.124,2.984,0.14000000000000012,0.0016,6.412
ethylacetate,toluene,stda,4.51e-08,-1.79e-08,3.331,3.159,0.17200000000000015,0.0089,6.6259999999999994
ethylacetate,toluene,stddft,5e-10,-2.38e-08,3.321,3.139,0.18200000000000038,0.008,6.6259999999999994
iTPBI-CN,gas,stda,4.8e-08,4.38e-08,4.234,3.822,0.4119999999999999,0.2155,7.476999999999999
iTPBI-CN,gas,stddft,-6.1e-09,-6.9e-09,4.208,3.793,0.41500000000000004,0.204,7.476999999999999
iTPBI-CN,toluene,stda,6.12e-08,-2.55e-08,4.22,3.742,0.47799999999999976,0.1576,7.505
iTPBI-CN,toluene,stddft,-2.2e-09,8.55e-08,4.195,3.714,0.4810000000000003,0.155,7.505
indenoacridine,gas,stda,1.06e-08,4.79e-08,2.215,1.261,0.954,0.5263,5.074999999999999
indenoacridine,gas,stddft,-1.17e-08,1.033e-07,2.033,1.175,0.8579999999999999,0.3562,5.074999999999999
indenoacridine,toluene,stda,-3.55e-08,-5.25e-08,2.157,1.053,1.104,0.5573,4.917999999999999
indenoacridine,toluene,stddft,2.89e-08,3.47e-08,1.938,0.918,1.02,0.3653,4.917999999999999
m-CF3PIBI,gas,stda,4.78e-08,-4.47e-08,3.92,3.488,0.43199999999999994,0.3909,7.035000000000001
m-CF3PIBI,gas,stddft,5.88e-08,-1.43e-08,3.884,3.458,0.4259999999999997,0.3495,7.035000000000001
m-CF3PIBI,toluene,stda,3.4e-08,-1.94e-08,3.885,3.497,0.3879999999999999,0.3646,6.985
m-CF3PIBI,toluene,stddft,2.92e-08,-1.578e-07,3.847,3.467,0.3799999999999999,0.3266,6.985
m-CZ-DPS-DMAC,gas,stda,3.7e-09,-5.36e-08,3.854,3.43,0.42399999999999993,0.3929,6.928000000000001
m-CZ-DPS-DMAC,gas,stddft,-1.85e-08,4.46e-08,3.798,3.407,0.391,0.3319,6.928000000000001
m-CZ-DPS-DMAC,toluene,stda,4.2e-09,-2.07e-08,3.836,3.348,0.488,0.1224,7.033999999999999
m-CZ-DPS-DMAC,toluene,stddft,-1.054e-07,-4.59e-08,3.777,3.328,0.4490000000000003,0.0946,7.033999999999999
m-CzCNDMT,gas,stda,-3.1e-08,8e-10,3.941,3.529,0.4119999999999999,0.0945,7.579
m-CzCNDMT,gas,stddft,2.09e-08,1.6e-08,3.887,3.506,0.3810000000000002,0.0839,7.579
m-CzCNDMT,toluene,stda,-5.6e-09,4.56e-08,3.909,3.481,0.42799999999999994,0.1063,7.601000000000001
m-CzCNDMT,toluene,stddft,-1.4e-08,-2.3e-09,3.851,3.458,0.3929999999999998,0.0938,7.601000000000001
m-DHMPA,gas,stda,-4.05e-08,6.66e-08,3.258,2.248,1.0099999999999998,0.4347,6.390999999999999
m-DHMPA,gas,stddft,2e-09,-4.64e-08,3.076,2.177,0.899,0.3056,6.390999999999999
m-DHMPA,toluene,stda,4.26e-08,-4.09e-08,3.264,2.252,1.012,0.4262,6.401999999999999
m-DHMPA,toluene,stddft,1.2e-09,3.58e-08,3.083,2.181,0.9020000000000001,0.3009,6.401999999999999
m-DTPACO,gas,stda,-4.84e-08,-1.36e-08,3.445,3.018,0.42700000000000005,0.0319,6.091000000000001
m-DTPACO,gas,stddft,-4.71e-08,3.09e-08,3.414,2.995,0.41900000000000004,0.0294,6.091000000000001
m-DTPACO,toluene,stda,3.11e-08,-1.221e-07,3.253,2.793,0.45999999999999996,0.0471,5.905
m-DTPACO,toluene,stddft,1.137e-07,1.027e-07,3.218,2.769,0.44899999999999984,0.0442,5.905
m-PCzTPD,gas,stda,8.3e-09,4.03e-08,3.666,3.041,0.625,0.5189,6.457999999999999
m-PCzTPD,gas,stddft,2.13e-08,-3.51e-08,3.618,3.004,0.6139999999999999,0.5183,6.457999999999999
m-PCzTPD,toluene,stda,-3.21e-08,7.78e-08,3.59,2.926,0.6639999999999997,0.041,6.443
m-PCzTPD,toluene,stddft,6.8e-09,-6.8e-09,3.553,2.88,0.673,0.0592,6.443
m-PO-ABN,gas,stda,8.3e-09,5.5e-08,3.207,2.254,0.9529999999999998,0.6391,6.3580000000000005
m-PO-ABN,gas,stddft,-1.247e-07,-9.4e-09,3.048,2.185,0.863,0.4464,6.3580000000000005
m-PO-ABN,toluene,stda,-9.76e-08,1.052e-07,3.21,2.254,0.956,0.6178,6.3759999999999994
m-PO-ABN,toluene,stddft,-4.36e-08,-1.745e-07,3.049,2.183,0.8660000000000001,0.431,6.3759999999999994
m-TPA-AP-TPA,gas,stda,-7.31e-08,1.177e-07,3.201,2.254,0.9470000000000001,1.0744,5.738
m-TPA-AP-TPA,gas,stddft,-1.672e-07,6.71e-08,3.085,2.185,0.8999999999999999,0.7726,5.738
m-TPA-AP-TPA,toluene,stda,-1e-08,1.396e-07,3.199,2.274,0.9249999999999998,0.9434,5.79
m-TPA-AP-TPA,toluene,stddft,-1.311e-07,-5.57e-08,3.067,2.203,0.8640000000000003,0.6619,5.79
m-ν-DABNA,gas,stda,-6.81e-08,-5.73e-08,3.16,2.8,0.3600000000000003,0.8979,6.200000000000001
m-ν-DABNA,gas,stddft,9.4e-09,1.1e-08,3.116,2.78,0.3360000000000003,0.7834,6.200000000000001
m-ν-DABNA,toluene,stda,-9.5e-09,-5.27e-08,3.147,2.793,0.35399999999999965,0.8814,6.186999999999999
m-ν-DABNA,toluene,stddft,7.7e-09,3.13e-08,3.104,2.773,0.33099999999999996,0.7715,6.186999999999999
m2Cz2Trz,gas,stda,-4e-09,3.63e-08,3.472,3.216,0.2559999999999998,0.21,6.457
m2Cz2Trz,gas,stddft,-1.18e-08,-6.95e-08,3.451,3.202,0.2490000000000001,0.193,6.457
m2Cz2Trz,toluene,stda,1.39e-08,-7.41e-08,3.666,3.367,0.29899999999999993,0.2158,6.517
m2Cz2Trz,toluene,stddft,3.5e-08,-6.61e-08,3.644,3.35,0.29400000000000004,0.202,6.517
mAP,gas,stda,5.2e-08,6.52e-08,4.095,3.41,0.6849999999999996,0.0077,7.285
mAP,gas,stddft,-1.217e-07,-6.28e-08,4.047,3.378,0.6689999999999996,0.1246,7.285
mAP,toluene,stda,2.7e-08,-7.6e-09,4.082,3.385,0.6970000000000001,0.0939,7.351
mAP,toluene,stddft,-3.96e-08,-1.02e-08,4.026,3.353,0.6729999999999996,0.0591,7.351
mCBP,gas,stda,-2.25e-08,-2.8e-09,3.918,3.443,0.4750000000000001,0.1474,7.444999999999999
mCBP,gas,stddft,-2.5e-09,5.33e-08,3.853,3.42,0.4330000000000003,0.1266,7.444999999999999
mCBP,toluene,stda,-2.87e-08,-7.15e-08,3.907,3.423,0.484,0.1438,7.474
mCBP,toluene,stddft,-4.48e-08,2.33e-08,3.84,3.4,0.43999999999999995,0.1234,7.474
mCP,gas,stda,-2.29e-08,3.33e-08,3.906,3.415,0.4910000000000001,0.3371,7.554
mCP,gas,stddft,-1.067e-07,6.57e-08,3.841,3.391,0.4500000000000002,0.2854,7.554
mCP,toluene,stda,-5.04e-08,-7.8e-09,3.889,3.394,0.49499999999999966,0.3023,7.5409999999999995
mCP,toluene,stddft,1.08e-08,-9.84e-08,3.821,3.37,0.45100000000000007,0.2549,7.5409999999999995
mCP-BP-DMAC,gas,stda,6.35e-08,6.59e-08,3.106,2.743,0.363,0.0166,5.53
mCP-BP-DMAC,gas,stddft,8.29e-08,1.6e-08,3.069,2.713,0.35599999999999987,0.0142,5.53
mCP-BP-DMAC,toluene,stda,-1.44e-08,-1.68e-08,3.115,2.751,0.3640000000000003,0.0174,5.572
mCP-BP-DMAC,toluene,stddft,6.06e-08,-6.37e-08,3.078,2.719,0.359,0.0135,5.572
mCP-BmPy,gas,stda,-5e-10,-2.61e-08,3.887,3.426,0.46099999999999985,0.3402,7.177
mCP-BmPy,gas,stddft,9.8e-08,-1.02e-08,3.828,3.402,0.4259999999999997,0.2773,7.177
mCP-BmPy,toluene,stda,3.67e-08,-7.2e-09,3.777,3.379,0.39800000000000013,0.3317,7.074
mCP-BmPy,toluene,stddft,3.62e-08,-3.27e-08,3.712,3.357,0.355,0.2795,7.074
mCP-Ph,gas,stda,3.5e-09,-4.73e-08,3.839,3.427,0.4119999999999999,0.3221,7.4350000000000005
mCP-Ph,gas,stddft,-9.18e-08,8.9e-09,3.78,3.405,0.375,0.2761,7.4350000000000005
mCP-Ph,toluene,stda,2.89e-08,6.22e-08,3.81,3.39,0.41999999999999993,0.3078,7.427
mCP-Ph,toluene,stddft,-6.1e-09,-7.8e-09,3.744,3.367,0.3770000000000002,0.2599,7.427
mCP-Py,gas,stda,3.7e-09,-6.34e-08,3.897,3.421,0.476,0.3082,7.3790000000000004
mCP-Py,gas,stddft,5.3e-09,-1.09e-08,3.837,3.398,0.43900000000000006,0.2147,7.3790000000000004
mCP-Py,toluene,stda,7.5e-08,2.4e-08,3.807,3.388,0.41900000000000004,0.3283,7.3790000000000004
mCP-Py,toluene,stddft,-8.9e-09,4e-08,3.743,3.366,0.3769999999999998,0.2782,7.3790000000000004
mCz-TAn-CN,gas,stda,7.56e-08,-1.73e-08,3.223,2.301,0.9219999999999997,0.5396,6.23
mCz-TAn-CN,gas,stddft,1.015e-07,1.7e-09,3.072,2.236,0.8359999999999999,0.391,6.23
mCz-TAn-CN,toluene,stda,2.08e-07,5.09e-08,3.29,2.325,0.9649999999999999,0.5226,6.318999999999999
mCz-TAn-CN,toluene,stddft,1.38e-08,2.31e-08,3.14,2.259,0.8810000000000002,0.3803,6.318999999999999
mDPBPZ-DPXZ,gas,stda,1.55e-08,-4.48e-08,2.87,2.613,0.2570000000000001,0.6926,4.692
mDPBPZ-DPXZ,gas,stddft,1.2e-09,6.72e-08,2.849,2.601,0.24800000000000022,0.6329,4.692
mDPBPZ-DPXZ,toluene,stda,-3.07e-08,-3.99e-08,2.923,2.684,0.23899999999999988,0.6392,4.692
mDPBPZ-DPXZ,toluene,stddft,-2.53e-08,-9.8e-09,2.905,2.673,0.23199999999999976,0.5914,4.692
mP2MPC,gas,stda,-3.25e-08,-8.6e-09,3.812,3.419,0.3929999999999998,0.3059,7.186
mP2MPC,gas,stddft,2.6e-09,-1.28e-08,3.767,3.391,0.3759999999999999,0.2609,7.186
mP2MPC,toluene,stda,2.54e-08,5.9e-09,3.777,3.387,0.3900000000000001,0.2825,7.197000000000001
mP2MPC,toluene,stddft,3.63e-08,6.27e-08,3.734,3.363,0.371,0.2578,7.197000000000001
mPTBC,gas,stda,-1.58e-08,2.57e-08,2.986,2.705,0.28100000000000014,0.2837,5.632999999999999
mPTBC,gas,stddft,-3.7e-09,-4.6e-08,2.962,2.694,0.26800000000000024,0.2502,5.632999999999999
mPTBC,toluene,stda,2.7e-09,-1.51e-08,2.949,2.671,0.278,0.2783,5.527000000000001
mPTBC,toluene,stddft,-1.9e-08,3.08e-08,2.926,2.661,0.2650000000000001,0.246,5.527000000000001
mPXTMP,gas,stda,5.31e-08,4.3e-09,3.871,3.455,0.4159999999999999,0.0007,7.322000000000001
mPXTMP,gas,stddft,-7.26e-08,3.48e-08,3.836,3.427,0.4089999999999998,0.0006,7.322000000000001
mPXTMP,toluene,stda,-5.21e-08,-3.57e-08,3.902,3.485,0.41700000000000026,0.0019,7.374999999999999
mPXTMP,toluene,stddft,-4.78e-08,-6.34e-08,3.867,3.457,0.41000000000000014,0.0018,7.374999999999999
mTPA-PPI,gas,stda,4.62e-08,-8.5e-08,3.791,3.428,0.363,0.5561,6.759
mTPA-PPI,gas,stddft,-1.159e-07,-8.1e-09,3.754,3.397,0.3570000000000002,0.4782,6.759
mTPA-PPI,toluene,stda,1.66e-08,3.1e-08,3.748,3.383,0.3650000000000002,0.5607,6.638
mTPA-PPI,toluene,stddft,-1.2e-07,1.67e-08,3.71,3.357,0.35299999999999976,0.4756,6.638
mTPA–PPI,gas,stda,4.8e-09,4.03e-08,3.794,3.432,0.3620000000000001,0.5346,6.7620000000000005
mTPA–PPI,gas,stddft,-3.97e-08,6.75e-08,3.757,3.402,0.355,0.4594,6.7620000000000005
mTPA–PPI,toluene,stda,6.77e-08,8.01e-08,3.749,3.385,0.3640000000000003,0.5946,6.635
mTPA–PPI,toluene,stddft,1.245e-07,4.36e-08,3.711,3.36,0.351,0.5021,6.635
o-Ac2BBP,gas,stda,-2.1e-08,1.05e-08,3.313,2.78,0.5330000000000004,0.2593,5.765000000000001
o-Ac2BBP,gas,stddft,4.94e-08,4.37e-08,3.294,2.749,0.5449999999999999,0.2864,5.765000000000001
o-Ac2BBP,toluene,stda,2.27e-08,-1.029e-07,3.233,3.106,0.12700000000000022,0.0667,5.497
o-Ac2BBP,toluene,stddft,4.8e-09,-4.12e-08,3.226,3.099,0.12699999999999978,0.0641,5.497
o-CzOXD,gas,stda,4.05e-08,6.8e-08,3.756,3.415,0.34099999999999975,0.3198,6.661
o-CzOXD,gas,stddft,6.08e-08,2.06e-08,3.73,3.391,0.33899999999999997,0.2658,6.661
o-CzOXD,toluene,stda,8.3e-09,-1.32e-08,3.725,3.38,0.3450000000000002,0.2886,6.7010000000000005
o-CzOXD,toluene,stddft,-5.29e-08,-5.15e-08,3.698,3.356,0.3420000000000001,0.2559,6.7010000000000005
o-PCzTPD,gas,stda,-4.2e-08,3.7e-09,3.721,3.276,0.4450000000000003,0.2236,6.785
o-PCzTPD,gas,stddft,-3.07e-08,-4.24e-08,3.699,3.239,0.45999999999999996,0.2044,6.785
o-PCzTPD,toluene,stda,5e-09,8.82e-08,3.756,3.335,0.4209999999999998,0.0276,6.891
o-PCzTPD,toluene,stddft,1.21e-08,-1.92e-08,3.71,3.298,0.4119999999999999,0.0301,6.891
o-Px2BBP,gas,stda,8.7e-09,2.5e-08,2.777,2.386,0.391,0.3445,5.210999999999999
o-Px2BBP,gas,stddft,-3.41e-08,-1.77e-08,2.742,2.371,0.371,0.3008,5.210999999999999
o-Px2BBP,toluene,stda,-2.5e-09,-1.55e-08,2.98,2.681,0.29899999999999993,0.3215,5.16
o-Px2BBP,toluene,stddft,6.8e-09,3.2e-09,2.963,2.671,0.29200000000000026,0.2852,5.16
o-TPA-AP-TPA,gas,stda,-4.1e-09,7.58e-08,3.127,2.213,0.9139999999999997,0.8104,5.7459999999999996
o-TPA-AP-TPA,gas,stddft,3.82e-08,-4.79e-08,3.008,2.145,0.863,0.5779,5.7459999999999996
o-TPA-AP-TPA,toluene,stda,9.78e-08,-2.275e-07,3.107,2.199,0.9080000000000004,0.8245,5.732000000000001
o-TPA-AP-TPA,toluene,stddft,3.96e-08,-4.62e-08,2.989,2.131,0.8580000000000001,0.5899,5.732000000000001
oCBP,gas,stda,3.69e-08,-4.86e-08,3.858,3.378,0.48,0.1346,7.1850000000000005
oCBP,gas,stddft,-2.36e-08,-7.12e-08,3.79,3.356,0.43400000000000016,0.1134,7.1850000000000005
oCBP,toluene,stda,-2.45e-08,1.6e-08,3.816,3.328,0.488,0.143,7.2379999999999995
oCBP,toluene,stddft,2.68e-08,4.25e-08,3.748,3.306,0.44200000000000017,0.1175,7.2379999999999995
oDTBPZ-DPXZ,gas,stda,-2e-09,-9.8e-09,2.985,2.736,0.24899999999999967,0.6449,4.817
oDTBPZ-DPXZ,gas,stddft,-1.73e-08,-7.44e-08,2.966,2.724,0.242,0.5947,4.817
oDTBPZ-DPXZ,toluene,stda,7e-10,-3.42e-08,3.042,2.813,0.22899999999999965,0.5814,4.834
oDTBPZ-DPXZ,toluene,stddft,-1.25e-08,-1.48e-08,3.025,2.801,0.22399999999999975,0.5435,4.834
oDTPA-DTPZ,gas,stda,7.92e-08,-6.34e-08,2.98,2.495,0.4849999999999999,0.0413,5.414
oDTPA-DTPZ,gas,stddft,3.15e-08,-1.44e-08,2.906,2.456,0.4500000000000002,0.0295,5.414
oDTPA-DTPZ,toluene,stda,5.55e-08,4.6e-08,3.07,2.549,0.5209999999999999,0.0355,5.33
oDTPA-DTPZ,toluene,stddft,6.5e-08,6.35e-08,2.993,2.508,0.4849999999999999,0.0251,5.33
oPTBC,gas,stda,9.4e-09,1.47e-08,2.726,2.573,0.15300000000000002,0.0935,5.7379999999999995
oPTBC,gas,stddft,-8.2e-09,-9.9e-09,2.713,2.566,0.14700000000000024,0.0811,5.7379999999999995
oPTBC,toluene,stda,-1.42e-08,2.4e-09,2.711,2.56,0.1509999999999998,0.0915,5.630000000000001
oPTBC,toluene,stddft,1.37e-08,-2.28e-08,2.698,2.553,0.14500000000000002,0.0798,5.630000000000001
oTPAPO-DTPZ,gas,stda,8.6e-08,-7.2e-09,2.96,2.466,0.4939999999999998,0.049,5.382
oTPAPO-DTPZ,gas,stddft,-6.25e-08,1.1e-08,2.883,2.426,0.45699999999999985,0.0355,5.382
oTPAPO-DTPZ,toluene,stda,6.21e-08,3.57e-08,3.021,2.51,0.5110000000000001,0.0497,5.276
oTPAPO-DTPZ,toluene,stddft,-8.98e-08,-1.017e-07,2.942,2.469,0.4730000000000003,0.0368,5.276
p-DHMPA,gas,stda,3.79e-08,-2.27e-08,3.254,2.244,1.0099999999999998,0.4532,6.379999999999999
p-DHMPA,gas,stddft,7.79e-08,6.44e-08,3.076,2.172,0.9039999999999999,0.32,6.379999999999999
p-DHMPA,toluene,stda,6.19e-08,-3.2e-08,3.279,2.258,1.021,0.4219,6.416999999999999
p-DHMPA,toluene,stddft,-1.584e-07,-1.25e-08,3.098,2.185,0.9129999999999998,0.2986,6.416999999999999
p-DTPACO,gas,stda,3.63e-08,-7.79e-08,3.404,2.82,0.5840000000000001,1.8591,5.989
p-DTPACO,gas,stddft,7.08e-08,-2.71e-08,3.36,2.794,0.5659999999999998,1.6506,5.989
p-DTPACO,toluene,stda,3.78e-08,-2.04e-08,3.354,2.713,0.641,1.5125,5.896999999999999
p-DTPACO,toluene,stddft,2.82e-08,1.96e-08,3.306,2.685,0.621,1.3427,5.896999999999999
p-PCzTPD,gas,stda,-5.88e-08,7.05e-08,3.446,2.864,0.5820000000000003,2.2282,6.3020000000000005
p-PCzTPD,gas,stddft,-4.23e-08,4.25e-08,3.409,2.824,0.585,1.9739,6.3020000000000005
p-PCzTPD,toluene,stda,-3.8e-09,-3.83e-08,3.432,2.836,0.5960000000000001,2.2174,6.295
p-PCzTPD,toluene,stddft,-4.93e-08,-1.07e-08,3.393,2.794,0.5989999999999998,1.9562,6.295
p-PO-ABN,gas,stda,-8.5e-08,-6.72e-08,3.226,2.246,0.98,1.0467,6.2780000000000005
p-PO-ABN,gas,stddft,-8.41e-08,-7.16e-08,3.086,2.177,0.9089999999999998,0.7278,6.2780000000000005
p-PO-ABN,toluene,stda,-5.92e-08,-6.7e-09,3.212,2.266,0.9460000000000002,1.0158,6.317
p-PO-ABN,toluene,stddft,5.01e-08,1.9e-08,3.07,2.196,0.8739999999999997,0.7121,6.317
p-PO15NCzDPA,gas,stda,-1.5e-09,1.424e-07,3.207,2.257,0.9499999999999997,0.6746,6.340999999999999
p-PO15NCzDPA,gas,stddft,-4.11e-08,1.026e-07,3.047,2.187,0.8600000000000003,0.4898,6.340999999999999
p-PO15NCzDPA,toluene,stda,-6.12e-08,-5e-10,3.215,2.26,0.9550000000000001,0.6454,6.3629999999999995
p-PO15NCzDPA,toluene,stddft,-9.11e-08,2.24e-08,3.05,2.189,0.8609999999999998,0.4663,6.3629999999999995
p-TPA-AP-TPA,gas,stda,-5.7e-09,-4.58e-08,3.253,2.297,0.956,1.4734,5.7509999999999994
p-TPA-AP-TPA,gas,stddft,-4.38e-08,-1e-09,3.138,2.228,0.9099999999999997,1.0226,5.7509999999999994
p-TPA-AP-TPA,toluene,stda,2.95e-08,1.318e-07,3.243,2.291,0.952,1.3797,5.73
p-TPA-AP-TPA,toluene,stddft,-1.437e-07,9.29e-08,3.122,2.22,0.9019999999999997,0.9504,5.73
p2Cz2Trz,gas,stda,1.64e-08,9.3e-09,3.258,3.057,0.20100000000000007,0.1474,6.093000000000001
p2Cz2Trz,gas,stddft,-5.9e-09,-7.08e-08,3.235,3.046,0.18900000000000006,0.1297,6.093000000000001
p2Cz2Trz,toluene,stda,-2.81e-08,-9.5e-09,3.3,3.096,0.20399999999999974,0.1487,6.112000000000001
p2Cz2Trz,toluene,stddft,-4e-09,3.3e-09,3.276,3.085,0.19099999999999984,0.1314,6.112000000000001
pCNBCzoCF3,gas,stda,2.64e-08,2.21e-08,3.879,3.457,0.42200000000000015,0.7737,6.604
pCNBCzoCF3,gas,stddft,4.45e-08,3.55e-08,3.833,3.438,0.395,0.2682,6.604
