molecule,environment,method,transition,CT_number,Lambda_D,Lambda_A,hole_on_A,particle_on_D,Delta_r,S_he
TS-1,gas,stddft,S0T1,0.33310737553158226,0.5803136347075137,0.5740126642026481,0.4196863652924864,0.42598733579735154,0.8782555865848127,0.7243314704969384
TS-1,gas,stda,S0S1,0.20750802881943778,0.3761912574718479,0.5516024753312258,0.623808742528152,0.448397524668774,1.5208805082673236,0.7848068997531429
35CzBPym,gas,stddft,S0S1,0.230084640229466,0.8888561822295334,0.2588547448163557,0.11114381777046622,0.7411452551836442,1.7044948114722163,0.5837626536937183
TS-1,gas,stddft,S0S1,0.2092881445361344,0.3768714642268197,0.5553303033051463,0.6231285357731802,0.4446696966948536,1.5435270537215509,0.7879207140668876
BTZ–DPA,gas,stda,S0S1,0.45546712842094594,0.8565019118195575,0.5317759623599077,0.1434980881804423,0.4682240376400925,2.4023658153593423,0.6932229178600628
PyI,gas,stda,S0T1,0.1620527637196247,0.673944038496674,0.2404543322040595,0.326055961503326,0.7595456677959405,0.4225514065716218,0.939343833510329
BTZ–DPA,gas,stda,S0T1,0.3664263502889599,0.8397344292048398,0.4363598032248551,0.16026557079516018,0.5636401967751449,1.6965979443006969,0.8039530640117555
PyI,gas,stda,S0S1,0.19569385113650548,0.6806605302151348,0.28750580127608244,0.319339469784865,0.7124941987239174,0.5693785035747974,0.6841821598675266
BTZ–DPA,gas,stddft,S0T1,0.3505229048963962,0.8340715840646872,0.42025518144161006,0.16592841593531285,0.5797448185583899,1.5580944201843079,0.8214136872583399
BTZ–DPA,gas,stddft,S0S1,0.4669119307044972,0.856042493293301,0.5454307868622613,0.14395750670669893,0.4545692131377386,2.489754034891668,0.6919448337518692
PyI,gas,stddft,S0T1,0.16367004850471745,0.6819332286463317,0.24000890648723763,0.3180667713536683,0.7599910935127624,0.37010007635645537,0.9428212731035481
PyI,gas,stddft,S0S1,0.26126959986884685,0.6860038137089273,0.38085735771099377,0.3139961862910727,0.6191426422890061,0.447338928975145,0.7960946285305602
PTZTPE-2,gas,stda,S0S1,0.06097483901484142,0.9556831773643722,0.06380235674232614,0.044316822635627764,0.9361976432576739,0.18860935232555634,0.9856948040081468
PTZTPE-2,gas,stda,S0T1,0.05111622971729232,0.9549347412992909,0.053528505673323,0.04506525870070904,0.946471494326677,0.10109591638504264,0.9916691540879121
BACF,gas,stda,S0S1,0.43027645430693373,0.7199867152697575,0.5976172131811098,0.28001328473024223,0.40238278681889045,2.4492799431000396,0.6428316736085726
PTZTPE-2,gas,stddft,S0S1,0.06181832651939708,0.9551479512404291,0.06472120516943476,0.044852048759570926,0.9352787948305652,0.1923665692898172,0.9853629347161805
PTZTPE-2,gas,stddft,S0T1,0.049923572254988675,0.9554242521593205,0.052252778953599074,0.04457574784067951,0.947747221046401,0.09730597634764696,0.9918180387537512
BACF,gas,stda,S0T1,0.36019554937980813,0.6199361038322804,0.5810204425152445,0.3800638961677195,0.4189795574847554,1.8453776010380323,0.7541095030258075
BACF,gas,stddft,S0T1,0.3504618770380538,0.604051139273887,0.5801857727796594,0.3959488607261129,0.4198142272203407,1.740696848032216,0.7697002244109833
BACF,gas,stddft,S0S1,0.1812994085683929,0.5198248042452303,0.3487702146719107,0.4801751957547696,0.6512297853280894,0.7002843045578522,0.7077701533150336
24PQ-Cz,gas,stda,S0S1,0.1702150842982351,0.5579639536408408,0.3050646608755695,0.44203604635915905,0.6949353391244305,1.4640714356642648,0.737432010537433
NDN,gas,stda,S0S1,0.14578908273282934,0.5998652395392331,0.24303639071470864,0.4001347604607669,0.7569636092852913,1.5506153121792254,0.7075557750764194
NDN,gas,stddft,S0S1,0.13841354295848687,0.5885184038787284,0.23518982931757001,0.4114815961212715,0.7648101706824302,1.658930883778812,0.7180179741763499
NDN,gas,stda,S0T1,0.3991042906377699,0.5395243121884723,0.7397336535565623,0.46047568781152765,0.2602663464434379,0.7381505960120073,0.714100389771317
NDN,gas,stddft,S0T1,0.3956268928439092,0.5416671373793295,0.7303874751531246,0.45833286262067047,0.26961252484687537,0.6821537187108597,0.71835867657883
24PQ-Cz,gas,stda,S0T1,0.1964325776294439,0.66997285881754,0.29319482878177344,0.3300271411824598,0.7068051712182265,0.47846341295798867,0.8188923279809721
24PQ-Cz,gas,stddft,S0T1,0.18322114828994718,0.6961376455600681,0.2631967247548279,0.30386235443993176,0.7368032752451721,0.4246432432854023,0.8498147693099947
DBQ-3PXZ,gas,stda,S0S1,0.029711004485383607,0.993239353869138,0.029913237297379696,0.006760646130862018,0.9700867627026198,3.927583997988171,0.4283244148664895
DBQ-3PXZ,gas,stda,S0T1,0.02668938119487846,0.9936493406334435,0.026859959649210046,0.006350659366556333,0.9731400403507899,3.6050779997092466,0.4986983779701096
24PQ-Cz,gas,stddft,S0S1,0.17658421950010272,0.6671564560503992,0.2646818716939209,0.33284354394960075,0.735318128306079,0.6473633155625081,0.8525571306158393
DBQ-3PXZ,gas,stddft,S0S1,0.02997407265705198,0.9931486699335199,0.03018085163327904,0.006851330066480215,0.9698191483667209,3.9345883640531394,0.4266002654531242
DBQ-3PXZ,gas,stddft,S0T1,0.026316867329079546,0.9936538081417603,0.026484945876969892,0.006346191858239717,0.9735150541230302,3.539775471218591,0.5153044381397187
MeCZ-TRZ,gas,stda,S0T1,0.03828698362745673,0.9601228521539715,0.03987717149067167,0.039877147846028575,0.9601228285093285,0.6097766214586934,0.6802703581396464
MeCZ-TRZ,gas,stddft,S0T1,0.03739650142550843,0.9609064075161575,0.038917943655068836,0.03909359248384243,0.9610820563449314,0.6117923836993882,0.6833399902173076
TRZ-pIC,gas,stda,S0T1,0.12436439177285137,0.7134415554726675,0.17431615921287033,0.28655844452733237,0.8256838407871298,1.7473796505235142,0.6712074600872876
MeCZ-TRZ,gas,stda,S0S1,0.03471186372584661,0.9776773150473855,0.03550441765559858,0.022322684952614504,0.9644955823444014,1.356341713283428,0.6649598982949699
CH3OH–CHCl3,gas,stda,S0T1,0.24729659710259483,0.4792319681123372,0.5160269213188754,0.5207680318876627,0.4839730786811247,0.07931869819591644,0.9940795679531191
TRZ-pIC,gas,stddft,S0T1,0.1236940891120763,0.7196788094082822,0.1718740186525392,0.28032119059171773,0.8281259813474608,1.6935310620083637,0.6706032894196811
MeCZ-TRZ,gas,stddft,S0S1,0.04739374938736692,0.9672338734147592,0.048999265524113864,0.032766126585240946,0.951000734475886,0.9895605082561899,0.6616970891258412
CH3OH–CHCl3,gas,stda,S0S1,0.22555048850137382,0.3937360928350406,0.572846870291544,0.6062639071649595,0.4271531297084559,0.40638747762500027,0.6540373589699706
TRZ-pIC,gas,stda,S0S1,0.13877902867580527,0.8376378998631412,0.16567902275969115,0.16236210013685867,0.8343209772403087,1.0787549981654274,0.7794144652437887
CH3OH–CHCl3,gas,stddft,S0S1,0.22858192639972633,0.3649602940459194,0.6263199863899882,0.6350397059540804,0.37368001361001185,0.21543937659616152,0.912818049600289
TRZ-pIC,gas,stddft,S0S1,0.12730471738696042,0.8474625889069777,0.1502186869996855,0.15253741109302227,0.8497813130003143,1.1438596217327368,0.7748860726684033
CH3OH–CHCl3,gas,stddft,S0T1,0.24774302769425094,0.47863514976731153,0.5176030799549327,0.5213648502326886,0.4823969200450673,0.07201394866260655,0.9941583327252347
TBAc,gas,stda,S0S1,0.06351721099309825,0.9226518045982484,0.06884201675707516,0.07734819540175178,0.931157983242925,0.8465555496312229,0.6109685591799685
TBAc,gas,stda,S0T1,0.06422615678300732,0.9499823014058191,0.06760774036312368,0.05001769859418098,0.9323922596368761,0.05455512879276345,0.980850656699156
TBAc,gas,stddft,S0S1,0.04306546644166959,0.9919717892093495,0.04341400321071116,0.00802821079065063,0.956585996789289,0.8359509052111234,0.5778665871724488
TBAc,gas,stddft,S0T1,0.05999050416547917,0.9496765029143138,0.06316940977415329,0.05032349708568625,0.9368305902258467,0.10542670771259455,0.9805921825887123
2SPBAC-BP,gas,stda,S0S1,0.20195398031013612,0.8603498433385794,0.23473472085082925,0.13965015666142044,0.7652652791491708,1.103408306567629,0.5453364292679167
2SPBAC-BP,gas,stda,S0T1,0.3020458450032721,0.738982114949625,0.408732280379833,0.26101788505037504,0.591267719620167,0.25072967681698993,0.7957917338540231
2SPBAC-BP,gas,stddft,S0S1,0.21682455545992343,0.8679366449552954,0.24981610895238943,0.13206335504470473,0.7501838910476104,1.0056986926111329,0.5824133860135309
2SPBAC-BP,gas,stddft,S0T1,0.3024561789519273,0.7220060806714254,0.4189108472198183,0.27799391932857476,0.5810891527801819,0.22990240985461763,0.814550630752077
11-AcBPdCN,gas,stda,S0S1,0.23003155763384944,0.6108948345159851,0.376548539350647,0.3891051654840149,0.6234514606493531,2.9239008324168028,0.6220613303501994
11-AcBPdCN,gas,stda,S0T1,0.22265607713051944,0.6254828451347723,0.35597471435454625,0.37451715486522785,0.6440252856454537,2.253745776786498,0.7209742447504959
11-AcBPdCN,gas,stddft,S0S1,0.2289633724838953,0.6106654035104251,0.37494079600333297,0.38933459648957497,0.6250592039966671,2.9294014238672106,0.615966559926971
11-AcBPdCN,gas,stddft,S0T1,0.2214296016229694,0.6269693956532806,0.3531744980825537,0.3730306043467193,0.646825501917446,2.1405252059606608,0.7355709302935837
CzppT,gas,stda,S0T1,0.21534792865931093,0.3122776586823284,0.689604019602243,0.687722341317672,0.3103959803977569,0.5022211807917147,0.6950265986098058
CzppT,gas,stddft,S0T1,0.21239389735070338,0.3043909848880545,0.6977667141778697,0.6956090151119455,0.3022332858221304,0.5012317082135705,0.6990997556929399
CCDMB,gas,stda,S0T1,0.027359713516041127,0.9954040167884539,0.027486038889328383,0.004595983211545994,0.9725139611106719,0.7433160045127547,0.6774781357537951
CCDMB,gas,stddft,S0T1,0.02707145006176036,0.9955462432331961,0.027192559105884914,0.004453756766804065,0.9728074408941149,0.7150645365124108,0.6811816034954526
CzppT,gas,stda,S0S1,0.12702914972365736,0.8781058038868597,0.1446626923103956,0.12189419611314024,0.8553373076896045,0.8430015674516317,0.7559682537578943
p-DHMPA,gas,stda,S0T1,0.20340330581199742,0.732092251747274,0.27783835346780095,0.26790774825272606,0.7221616465321989,0.025699977865248507,0.9956102598953266
p-DHMPA,gas,stda,S0S1,0.21614959980824963,0.7149275746467939,0.30233775766032966,0.28507242535320626,0.6976622423396702,0.019993153415145574,0.9947573469248199
p-DHMPA,gas,stddft,S0S1,0.21798284067269721,0.7127803245022455,0.30582050763665614,0.2872196754977545,0.6941794923633438,0.02648762922894713,0.9945924933135623
p-DHMPA,gas,stddft,S0T1,0.20104069158721866,0.7347121792562511,0.273631902755079,0.26528782074374896,0.7263680972449212,0.034704952858865656,0.9957296919752884
CCDMB,gas,stddft,S0S1,0.016493868147072696,0.9996472395645668,0.01649968858440224,0.0003527604354332044,0.9835003114155979,0.5527115340543852,0.7403944570434239
DBCP,gas,stda,S0S1,0.4234058973969596,0.9465022822380277,0.44733742891333134,0.05349771776197223,0.552662571086669,2.2960419593424297,0.3689469919827452
DBCP,gas,stda,S0T1,0.3955211655257652,0.9179707934664384,0.43086465096803295,0.08202920653356177,0.5691353490319672,2.1202429638023528,0.47974626578769064
CzppT,gas,stddft,S0S1,0.0921373904804006,0.9230514291275659,0.09981826317899259,0.07694857087243426,0.9001817368210075,0.9581730589847308,0.7540838243863364
DBCP,gas,stddft,S0S1,0.4239507307345884,0.9454950969925611,0.44839019481232056,0.054504903007439015,0.5516098051876794,2.296043012668325,0.3698784459183158
DBCP,gas,stddft,S0T1,0.3880949726101898,0.9107404415823004,0.42613126077493846,0.08925955841769988,0.5738687392250618,2.063580140467695,0.507491646590766
CCDMB,gas,stda,S0S1,0.0645930653385996,0.9368702363230774,0.06894558374712294,0.06312976367692254,0.9310544162528771,0.9113197845732318,0.7428373301801431
Na-DMAC,gas,stda,S0S1,0.14514204828313085,0.6959130690567202,0.20856347543503465,0.3040869309432795,0.7914365245649653,4.574082630460683,0.3199018171505847
phenylperylene,gas,stda,S0S1,0.18268462812970027,0.7384695541257708,0.24738274869838,0.26153044587422924,0.7526172513016198,0.2809738688911588,0.9917823578075848
phenylperylene,gas,stda,S0T1,0.18251468608763965,0.7615878096714004,0.2396502199350967,0.23841219032859956,0.7603497800649035,0.0939542721436954,0.9947964200360891
phenylperylene,gas,stddft,S0S1,0.18210948312552183,0.7415126833775743,0.24559186539604025,0.2584873166224257,0.7544081346039598,0.27126983691438816,0.9917369879598391
Na-DMAC,gas,stddft,S0S1,0.14506919880957833,0.6959270097119913,0.2084546177761014,0.3040729902880089,0.7915453822238986,4.578301562534237,0.31875505037958013
phenylperylene,gas,stddft,S0T1,0.18194804011074198,0.7642191511428723,0.2380835913868984,0.23578084885712755,0.7619164086131016,0.08133149843101702,0.9949662001058659
Na-DMAC,gas,stda,S0T1,0.08492075948852344,0.9385864151240738,0.09047729449322743,0.06141358487592617,0.9095227055067723,0.31818701573554803,0.9706667190858556
1SBFN,gas,stda,S0T1,0.2346748273796016,0.3498555170538904,0.6707764089467059,0.6501444829461095,0.3292235910532941,0.10792508805924278,0.9887784485077233
1SBFN,gas,stddft,S0T1,0.2318975572846457,0.3426377794918277,0.6768008992720451,0.6573622205081723,0.3231991007279549,0.10474525276061643,0.9885447659972391
Na-DMAC,gas,stddft,S0T1,0.08333620556182665,0.9402455283475779,0.08863238701946795,0.05975447165242214,0.911367612980532,0.2762890273300288,0.9734304042711578
1SBFN,gas,stda,S0S1,0.2259127219762816,0.6417597384909108,0.3520207149602626,0.35824026150908905,0.6479792850397376,0.3526497558947916,0.9622645088336164
1SBFN,gas,stddft,S0S1,0.22398907151036213,0.6631512745623201,0.3377646701473882,0.3368487254376799,0.6622353298526118,0.3460464971060199,0.9632617547090281
TCzTrz,gas,stda,S0T1,0.1514212008736506,0.810574196333734,0.18680732937038455,0.18942580366626607,0.8131926706296152,2.7923420921305504,0.6935772873345932
TCzTrz,gas,stddft,S0T1,0.151571119943447,0.8099687409617542,0.18713206112555894,0.19003125903824555,0.812867938874441,2.6952114252749144,0.7077735516030391
DMeCzIPN,gas,stda,S0S1,0.34911595824503555,0.7870669890702269,0.44356574865050696,0.21293301092977318,0.5564342513494933,0.8621443756845304,0.5648711839846289
TCzTrz,gas,stddft,S0S1,0.25800068582150315,0.5127765352787549,0.5031444851142597,0.4872234647212452,0.49685551488574037,0.8445902437648485,0.7529030027624638
TCzTrz,gas,stda,S0S1,0.25789793066493416,0.5105025012250203,0.505184460499357,0.4894974987749796,0.4948155395006429,0.8872683459308732,0.7536016467476611
DMeCzIPN,gas,stda,S0T1,0.20650974601823766,0.8888854869054529,0.23232435342956978,0.11111451309454716,0.7676756465704302,0.4341747695269224,0.699117635307546
m2Cz2Trz,gas,stddft,S0S1,0.10264128625703843,0.49755266098907447,0.2062923069349081,0.5024473390109255,0.7937076930650919,2.9042626581806315,0.6202354761681219
DMeCzIPN,gas,stddft,S0S1,0.34884567493613133,0.7887944468173498,0.44225168717105423,0.21120555318265016,0.5577483128289459,0.8621455362654455,0.563834145153885
m2Cz2Trz,gas,stda,S0T1,0.1946397442314016,0.43926405960406895,0.4431041875058941,0.5607359403959311,0.5568958124941059,1.7365128703858228,0.6738203788849693
m2Cz2Trz,gas,stddft,S0T1,0.2061330358826244,0.4353212629966998,0.4735193371066442,0.5646787370033,0.5264806628933558,1.5452442937753024,0.6813404786535718
m2Cz2Trz,gas,stda,S0S1,0.09688704394752976,0.5007479155500647,0.19348466751199686,0.4992520844499354,0.806515332488003,2.9724285317910026,0.6136688425812912
DMeCzIPN,gas,stddft,S0T1,0.19150252127413422,0.891563784513725,0.214793966063329,0.10843621548627498,0.7852060339366709,0.3654466122077255,0.7023601886194355
TDBA-SBA,gas,stda,S0T1,0.13955005923303157,0.8226601503503044,0.16963269604539433,0.17733984964969557,0.8303673039546056,1.9692144752421354,0.6063732483401838
TDBA-SBA,gas,stddft,S0T1,0.1395197437653585,0.8224018843798863,0.1696491051580703,0.17759811562011393,0.8303508948419298,1.8915076456472404,0.6085547345727982
DHID-DPS,gas,stda,S0S1,0.16818581692974277,0.7410309087238898,0.2269619457835723,0.25896909127611045,0.773038054216428,0.47257921117859625,0.7803486170056
DHID-DPS,gas,stda,S0T1,0.18690269599353035,0.7327713392626954,0.2550627814968709,0.2672286607373045,0.7449372185031288,0.20419714321602173,0.885249757489596
TDBA-SBA,gas,stda,S0S1,0.07762699190027587,0.9094161316688731,0.08535915429367003,0.09058386833112672,0.9146408457063302,0.37462390215153485,0.596933633150986
TDBA-SBA,gas,stddft,S0S1,0.07660702475380335,0.9107776920500709,0.08411166130054029,0.08922230794992905,0.9158883386994597,0.3379424447870904,0.5935679092712088
DHID-DPS,gas,stddft,S0S1,0.17067270783205374,0.7366353652038424,0.23169225358169576,0.26336463479615757,0.7683077464183042,0.38657354310941316,0.7785571312753489
DHID-DPS,gas,stddft,S0T1,0.18856622131999534,0.7319619201945897,0.2576175291603498,0.26803807980541,0.7423824708396503,0.18780057412819715,0.894007983466334
o-CzOXD,gas,stda,S0T1,0.3166837346136945,0.3593872377088433,0.8811769072063016,0.6406127622911568,0.11882309279369851,0.9131468480225249,0.7277583365155278
o-CzOXD,gas,stda,S0S1,0.19691322176560325,0.8251617587357956,0.23863590342248509,0.1748382412642045,0.7613640965775149,1.5425978807308247,0.6639760481036064
Me2ACBO,gas,stda,S0T1,0.20779953040036667,0.6979141949375174,0.297743665206538,0.3020858050624827,0.7022563347934621,1.2669813176157685,0.7067706477966272
o-CzOXD,gas,stddft,S0T1,0.31319123308846497,0.3523364148986594,0.8888982797266256,0.6476635851013405,0.1111017202733744,0.9093000492858787,0.7308976823872926
o-CzOXD,gas,stddft,S0S1,0.23903578061814199,0.8728802672998978,0.2738471581647244,0.1271197327001021,0.7261528418352754,1.4180170948320407,0.6998892870102285
Me2ACBO,gas,stda,S0S1,0.011373190711800702,0.9936691907373887,0.011445650944818777,0.006330809262611297,0.9885543490551814,1.0432527234339775,0.5283815340198429
Me2ACBO,gas,stddft,S0S1,0.010634651200579296,0.9950332982433288,0.010687733987751094,0.0049667017566714135,0.989312266012249,0.5277985636501775,0.5548421047937586
Me2ACBO,gas,stddft,S0T1,0.16485382504890442,0.37963715192710756,0.43424049572618556,0.6203628480728924,0.5657595042738145,2.4232562860989675,0.7122534012142759
BCzPh,gas,stda,S0T1,0.21492367925668626,0.8603922565765169,0.249797319320217,0.139607743423483,0.7502026806797829,0.7442348666697215,0.7003086441177817
CCC,gas,stda,S0S1,0.09412143174127224,0.8890031176236095,0.10587300525207138,0.1109968823763906,0.8941269947479287,1.0619628000135446,0.7198125552299576
CCC,gas,stda,S0T1,0.21603227524230267,0.754987894706853,0.28614005172385415,0.2450121052931471,0.713859948276146,0.10924061860119158,0.9741393071042564
BCzPh,gas,stddft,S0T1,0.23295321027536758,0.8551488340720704,0.27241247487420966,0.14485116592792927,0.7275875251257904,0.7622944023248627,0.6993383801446049
