molecule,environment,method,S1_energy_eV,S1_wavelength_nm,S1_osc_strength,T1_energy_eV,T1_wavelength_nm,Delta_E_ST_eV,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV
TPA–DAP–TPA,toluene,stddft,3.111,398.5,1.6098,2.233,555.3,0.8780000000000001,-13.565,-7.89,5.675
TPB-AC,gas,stda,3.867,320.6,0.9884,3.384,366.4,0.4830000000000001,-13.713,-7.406,6.3069999999999995
TPB-AC,gas,stddft,3.837,323.1,0.8853,3.36,369.0,0.4770000000000003,-13.713,-7.406,6.3069999999999995
TPB-AC,toluene,stda,3.9,317.9,1.0634,3.419,362.6,0.48099999999999987,-13.545,-7.349,6.196
TPB-AC,toluene,stddft,3.872,320.2,0.9542,3.395,365.2,0.47699999999999987,-13.545,-7.349,6.196
TPBPPI-PBI,gas,stda,3.936,315.0,0.1292,3.6,344.4,0.33599999999999985,-14.374,-7.447,6.9270000000000005
TPBPPI-PBI,gas,stddft,3.899,318.0,0.1225,3.57,347.3,0.3290000000000002,-14.374,-7.447,6.9270000000000005
TPBPPI-PBI,toluene,stda,3.871,320.3,0.1928,3.54,350.3,0.33099999999999996,-14.261,-7.231,7.029999999999999
TPBPPI-PBI,toluene,stddft,3.831,323.7,0.1788,3.512,353.0,0.31899999999999995,-14.261,-7.231,7.029999999999999
TPBPPI-PY,gas,stda,3.962,312.9,0.136,3.547,349.5,0.41500000000000004,-14.364,-7.243,7.121
TPBPPI-PY,gas,stddft,3.928,315.7,0.1292,3.515,352.8,0.4129999999999998,-14.364,-7.243,7.121
TPBPPI-PY,toluene,stda,3.894,318.4,0.2671,3.493,354.9,0.40100000000000025,-14.271,-7.094,7.1770000000000005
TPBPPI-PY,toluene,stddft,3.857,321.5,0.2479,3.463,358.0,0.39400000000000013,-14.271,-7.094,7.1770000000000005
TPD4PA,gas,stda,3.286,377.4,0.2709,2.893,428.5,0.39300000000000024,-13.639,-7.511,6.127999999999999
TPD4PA,gas,stddft,3.227,384.2,0.2336,2.873,431.5,0.35399999999999965,-13.639,-7.511,6.127999999999999
TPD4PA,toluene,stda,3.288,377.1,0.2559,2.887,429.5,0.4009999999999998,-13.522,-7.555,5.9670000000000005
TPD4PA,toluene,stddft,3.231,383.7,0.2209,2.866,432.6,0.36499999999999977,-13.522,-7.555,5.9670000000000005
TPM2CN,gas,stda,3.764,329.4,0.9447,3.357,369.4,0.4069999999999996,-13.807,-7.658,6.149
TPM2CN,gas,stddft,3.735,332.0,0.8261,3.327,372.7,0.4079999999999999,-13.807,-7.658,6.149
TPM2CN,toluene,stda,3.749,330.7,0.8176,3.354,369.7,0.395,-13.546,-7.546,5.999999999999999
TPM2CN,toluene,stddft,3.718,333.5,0.7091,3.323,373.1,0.395,-13.546,-7.546,5.999999999999999
TPSi-F,gas,stda,4.668,265.6,0.3428,3.838,323.0,0.8300000000000001,-15.124,-6.839,8.285
TPSi-F,gas,stddft,4.605,269.2,0.3388,3.799,326.4,0.8060000000000005,-15.124,-6.839,8.285
TPSi-F,toluene,stda,4.637,267.4,0.3302,3.828,323.9,0.8089999999999997,-15.067,-6.792,8.275
TPSi-F,toluene,stddft,4.576,270.9,0.3184,3.79,327.2,0.7859999999999996,-15.067,-6.792,8.275
TPTI,gas,stda,3.233,383.4,0.1816,2.569,482.7,0.6640000000000001,-13.82,-7.2,6.62
TPTI,gas,stddft,3.112,398.4,0.1426,2.537,488.7,0.5750000000000002,-13.82,-7.2,6.62
TPTI,toluene,stda,3.215,385.7,0.1809,2.55,486.2,0.665,-13.957,-7.366,6.591000000000001
TPTI,toluene,stddft,3.094,400.8,0.1422,2.518,492.4,0.5760000000000001,-13.957,-7.366,6.591000000000001
TPXZ-as-TAZ,gas,stda,3.033,408.7,0.4392,2.826,438.7,0.20699999999999985,-13.173,-8.079,5.093999999999999
TPXZ-as-TAZ,gas,stddft,3.025,409.9,0.4781,2.815,440.4,0.20999999999999996,-13.173,-8.079,5.093999999999999
TPXZ-as-TAZ,toluene,stda,2.926,423.8,0.4911,2.699,459.4,0.2270000000000003,-12.99,-7.778,5.212000000000001
TPXZ-as-TAZ,toluene,stddft,2.909,426.3,0.4546,2.689,461.0,0.21999999999999975,-12.99,-7.778,5.212000000000001
TPXZ–as-TAZ,gas,stda,3.035,408.5,0.6806,2.821,439.4,0.21399999999999997,-13.172,-8.083,5.089
TPXZ–as-TAZ,gas,stddft,3.024,410.0,0.6685,2.811,441.1,0.21300000000000008,-13.172,-8.083,5.089
TPXZ–as-TAZ,toluene,stda,2.885,429.7,0.0414,2.832,437.8,0.052999999999999936,-13.097,-7.9,5.196999999999999
TPXZ–as-TAZ,toluene,stddft,2.881,430.3,0.0404,2.812,441.0,0.06899999999999995,-13.097,-7.9,5.196999999999999
TRZ-3SO2,gas,stda,4.205,294.8,0.0056,4.137,299.7,0.0680000000000005,-15.682,-7.985,7.697
TRZ-3SO2,gas,stddft,4.204,294.9,0.0055,4.103,302.2,0.10099999999999998,-15.682,-7.985,7.697
TRZ-3SO2,toluene,stda,4.122,300.8,0.0011,4.139,299.5,-0.017000000000000348,-15.81,-7.978,7.832000000000001
TRZ-3SO2,toluene,stddft,4.12,300.9,0.0011,4.132,300.0,-0.011999999999999567,-15.81,-7.978,7.832000000000001
TRZ-pIC,gas,stda,3.198,387.7,0.3913,2.697,459.7,0.5009999999999999,-13.511,-7.668,5.842999999999999
TRZ-pIC,gas,stddft,3.103,399.6,0.3089,2.67,464.3,0.4330000000000003,-13.511,-7.668,5.842999999999999
TRZ-pIC,toluene,stda,3.178,390.1,0.3844,2.675,463.5,0.5030000000000001,-13.394,-7.608,5.7860000000000005
TRZ-pIC,toluene,stddft,3.082,402.3,0.3027,2.648,468.2,0.4339999999999997,-13.394,-7.608,5.7860000000000005
TRZ3DPA,gas,stda,3.5,354.3,1.5555,2.97,417.4,0.5299999999999998,-13.744,-7.345,6.399
TRZ3DPA,gas,stddft,3.473,357.0,1.4346,2.942,421.4,0.5309999999999997,-13.744,-7.345,6.399
TRZ3DPA,toluene,stda,3.485,355.7,1.6313,2.936,422.2,0.5489999999999999,-13.702,-7.28,6.422
TRZ3DPA,toluene,stddft,3.457,358.7,1.4985,2.907,426.5,0.5499999999999998,-13.702,-7.28,6.422
TS-1,gas,stda,3.861,321.1,0.2239,3.407,363.9,0.4540000000000002,-14.315,-6.708,7.606999999999999
TS-1,gas,stddft,3.788,327.3,0.1926,3.384,366.4,0.4039999999999999,-14.315,-6.708,7.606999999999999
TS-1,toluene,stda,3.874,320.1,0.2631,3.421,362.4,0.4530000000000003,-14.245,-6.637,7.608
TS-1,toluene,stddft,3.803,326.0,0.2262,3.399,364.8,0.4039999999999999,-14.245,-6.637,7.608
TSBFB,gas,stda,4.485,276.4,2.2068,3.734,332.0,0.7510000000000003,-14.833,-7.167,7.666
TSBFB,gas,stddft,4.448,278.8,1.9625,3.695,335.5,0.7530000000000006,-14.833,-7.167,7.666
TSBFB,toluene,stda,4.456,278.2,1.4771,3.729,332.5,0.7270000000000003,-14.756,-7.105,7.651
TSBFB,toluene,stddft,4.419,280.6,1.3087,3.691,335.9,0.7279999999999998,-14.756,-7.105,7.651
TX-CzPh,gas,stda,3.596,344.8,0.1698,2.884,429.9,0.7120000000000002,-14.081,-7.642,6.438999999999999
TX-CzPh,gas,stddft,3.485,355.8,0.1314,2.859,433.7,0.6259999999999999,-14.081,-7.642,6.438999999999999
TX-CzPh,toluene,stda,3.62,342.5,0.175,2.904,427.0,0.7160000000000002,-14.052,-7.684,6.367999999999999
TX-CzPh,toluene,stddft,3.51,353.3,0.1368,2.877,430.9,0.633,-14.052,-7.684,6.367999999999999
TXO-P-Si,gas,stda,3.534,350.9,0.0005,3.543,350.0,-0.009000000000000341,-15.56,-8.16,7.4
TXO-P-Si,gas,stddft,3.532,351.0,0.0004,3.542,350.1,-0.009999999999999787,-15.56,-8.16,7.4
TXO-P-Si,toluene,stda,3.625,342.0,0.0002,3.63,341.6,-0.004999999999999893,-15.616,-8.267,7.349
TXO-P-Si,toluene,stddft,3.624,342.1,0.0002,3.629,341.7,-0.004999999999999893,-15.616,-8.267,7.349
TXO-TPA,gas,stda,3.606,343.8,0.0019,3.186,389.1,0.41999999999999993,-13.765,-8.135,5.630000000000001
TXO-TPA,gas,stddft,3.605,344.0,0.0035,3.159,392.5,0.4460000000000002,-13.765,-8.135,5.630000000000001
TXO-TPA,toluene,stda,3.604,344.0,0.1449,3.127,396.5,0.4770000000000003,-13.621,-8.243,5.378
TXO-TPA,toluene,stddft,3.592,345.2,0.5004,3.101,399.8,0.4910000000000001,-13.621,-8.243,5.378
Tri-PXZ-PCN,gas,stda,2.868,432.3,0.6123,2.582,480.1,0.28600000000000003,-13.152,-8.358,4.793999999999999
Tri-PXZ-PCN,gas,stddft,2.849,435.2,0.5454,2.572,482.1,0.27700000000000014,-13.152,-8.358,4.793999999999999
Tri-PXZ-PCN,toluene,stda,2.872,431.7,0.5192,2.581,480.4,0.2909999999999999,-13.148,-8.306,4.8420000000000005
Tri-PXZ-PCN,toluene,stddft,2.851,434.9,0.4646,2.57,482.4,0.28100000000000014,-13.148,-8.306,4.8420000000000005
TrisCz-Trz,gas,stda,3.628,341.7,0.0766,3.389,365.8,0.23900000000000032,-13.918,-7.482,6.435999999999999
TrisCz-Trz,gas,stddft,3.609,343.5,0.0754,3.369,368.0,0.23999999999999977,-13.918,-7.482,6.435999999999999
TrisCz-Trz,toluene,stda,3.781,327.9,0.1057,3.417,362.8,0.3640000000000003,-13.878,-7.144,6.734
TrisCz-Trz,toluene,stddft,3.764,329.4,0.1082,3.395,365.2,0.3689999999999998,-13.878,-7.144,6.734
UGH3,gas,stda,5.244,236.4,0.0002,5.246,236.3,-0.002000000000000668,-15.804,-5.877,9.927
UGH3,gas,stddft,5.215,237.7,0.0002,5.202,238.3,0.0129999999999999,-15.804,-5.877,9.927
UGH3,toluene,stda,5.214,237.8,0.0003,5.189,238.9,0.025000000000000355,-15.792,-5.845,9.947
UGH3,toluene,stddft,5.187,239.0,0.0003,5.145,241.0,0.0420000000000007,-15.792,-5.845,9.947
VBC-PTZ,gas,stda,3.156,392.8,1.2251,2.544,487.3,0.6120000000000001,-13.843,-7.796,6.047
VBC-PTZ,gas,stddft,3.113,398.2,1.062,2.505,495.0,0.6080000000000001,-13.843,-7.796,6.047
VBC-PTZ,toluene,stda,3.038,408.1,1.2758,2.354,526.7,0.6839999999999997,-13.851,-8.043,5.808000000000002
VBC-PTZ,toluene,stddft,2.986,415.2,1.0905,2.309,537.0,0.677,-13.851,-8.043,5.808000000000002
VBN0,gas,stda,3.657,339.0,0.4964,3.204,387.0,0.45299999999999985,-13.923,-7.108,6.815
VBN0,gas,stddft,3.623,342.2,0.4566,3.18,389.9,0.44300000000000006,-13.923,-7.108,6.815
VBN0,toluene,stda,3.656,339.1,0.5364,3.145,394.2,0.5110000000000001,-13.866,-7.051,6.8149999999999995
VBN0,toluene,stddft,3.613,343.1,0.4794,3.121,397.3,0.492,-13.866,-7.051,6.8149999999999995
V–TPA,gas,stda,3.837,323.1,1.0765,3.464,357.9,0.3730000000000002,-13.497,-6.866,6.631
V–TPA,gas,stddft,3.805,325.8,0.9371,3.44,360.4,0.3650000000000002,-13.497,-6.866,6.631
V–TPA,toluene,stda,3.826,324.1,1.043,3.437,360.8,0.38900000000000023,-13.254,-6.819,6.435
V–TPA,toluene,stddft,3.794,326.8,0.9066,3.414,363.2,0.3799999999999999,-13.254,-6.819,6.435
XCBP,gas,stda,3.86,321.2,0.2014,3.399,364.7,0.46099999999999985,-14.215,-7.759,6.4559999999999995
XCBP,gas,stddft,3.789,327.2,0.1661,3.375,367.4,0.41400000000000015,-14.215,-7.759,6.4559999999999995
XCBP,toluene,stda,3.461,358.2,0.0008,3.384,366.4,0.07699999999999996,-14.134,-7.763,6.371
XCBP,toluene,stddft,3.46,358.4,0.0007,3.359,369.1,0.10099999999999998,-14.134,-7.763,6.371
XPhos,gas,stda,4.17,297.3,0.5927,3.024,410.0,1.146,-14.326,-6.573,7.753
XPhos,gas,stddft,4.037,307.1,0.4492,2.974,416.9,1.0629999999999997,-14.326,-6.573,7.753
XPhos,toluene,stda,4.165,297.7,0.5139,3.048,406.7,1.117,-14.113,-6.313,7.8
XPhos,toluene,stddft,4.039,306.9,0.3945,3.0,413.3,1.0389999999999997,-14.113,-6.313,7.8
XT-T,gas,stda,4.013,309.0,0.0316,3.509,353.4,0.504,-13.493,-5.964,7.529
XT-T,gas,stddft,3.983,311.3,0.0329,3.483,356.0,0.5,-13.493,-5.964,7.529
XT-T,toluene,stda,4.152,298.6,0.0476,3.595,344.9,0.5569999999999999,-13.353,-5.612,7.741
XT-T,toluene,stddft,4.11,301.6,0.034,3.572,347.1,0.5380000000000003,-13.353,-5.612,7.741
Xm-mCP,gas,stda,3.884,319.2,0.2301,3.253,381.1,0.6309999999999998,-14.189,-7.748,6.441
Xm-mCP,gas,stddft,3.809,325.5,0.0509,3.228,384.1,0.581,-14.189,-7.748,6.441
Xm-mCP,toluene,stda,3.805,325.8,0.0019,3.286,377.3,0.5190000000000001,-14.149,-7.727,6.421999999999999
Xm-mCP,toluene,stddft,3.803,326.0,0.0045,3.259,380.4,0.544,-14.149,-7.727,6.421999999999999
Xp-mCP,gas,stda,3.904,317.5,0.1881,3.259,380.5,0.645,-14.281,-7.839,6.442
Xp-mCP,gas,stddft,3.806,325.7,0.1419,3.232,383.6,0.5739999999999998,-14.281,-7.839,6.442
Xp-mCP,toluene,stda,3.877,319.8,0.0069,3.297,376.1,0.5799999999999996,-14.167,-7.842,6.325
Xp-mCP,toluene,stddft,3.833,323.5,0.1788,3.268,379.3,0.5650000000000004,-14.167,-7.842,6.325
Yad,gas,stda,3.353,369.8,0.2857,2.838,436.9,0.5150000000000001,-13.547,-7.157,6.390000000000001
Yad,gas,stddft,3.28,378.0,0.2304,2.81,441.2,0.46999999999999975,-13.547,-7.157,6.390000000000001
Yad,toluene,stda,3.316,373.9,0.2926,2.799,443.0,0.5169999999999999,-13.389,-6.971,6.417999999999999
Yad,toluene,stddft,3.242,382.5,0.2365,2.771,447.5,0.4710000000000001,-13.389,-6.971,6.417999999999999
Z-o-DHMPA,gas,stda,3.223,384.7,0.3853,2.219,558.7,1.004,-14.14,-7.754,6.386000000000001
Z-o-DHMPA,gas,stddft,3.037,408.3,0.2648,2.147,577.5,0.8900000000000001,-14.14,-7.754,6.386000000000001
Z-o-DHMPA,toluene,stda,3.285,377.5,0.3588,2.266,547.3,1.0190000000000001,-14.303,-7.855,6.448
Z-o-DHMPA,toluene,stddft,3.097,400.3,0.2481,2.193,565.4,0.9039999999999999,-14.303,-7.855,6.448
ZDN,gas,stda,3.831,323.6,0.104,3.425,362.0,0.40600000000000014,-13.991,-6.892,7.098999999999999
ZDN,gas,stddft,3.77,328.9,0.0856,3.402,364.5,0.3679999999999999,-13.991,-6.892,7.098999999999999
ZDN,toluene,stda,3.826,324.1,0.1089,3.405,364.1,0.42100000000000026,-13.965,-6.844,7.1209999999999996
ZDN,toluene,stddft,3.763,329.4,0.0904,3.382,366.6,0.3809999999999998,-13.965,-6.844,7.1209999999999996
ZDZ,gas,stda,3.77,328.9,0.0854,3.388,365.9,0.3820000000000001,-14.012,-6.956,7.056
ZDZ,gas,stddft,3.708,334.4,0.0698,3.372,367.7,0.3360000000000003,-14.012,-6.956,7.056
ZDZ,toluene,stda,3.774,328.5,0.0882,3.389,365.9,0.38500000000000023,-13.922,-6.827,7.095000000000001
ZDZ,toluene,stddft,3.711,334.1,0.072,3.372,367.7,0.33899999999999997,-13.922,-6.827,7.095000000000001
"[2,1-b]IF",gas,stda,0.672,1844.0,0.0061,0.255,4857.3,0.41700000000000004,-13.359,-9.162,4.196999999999999
"[2,1-b]IF",gas,stddft,0.562,2206.7,0.0023,0.121,10230.7,0.44100000000000006,-13.359,-9.162,4.196999999999999
"[2,1-b]IF",toluene,stda,0.736,1683.6,0.0072,0.305,4071.0,0.431,-13.328,-9.031,4.296999999999999
"[2,1-b]IF",toluene,stddft,0.625,1984.2,0.0029,0.192,6462.1,0.433,-13.328,-9.031,4.296999999999999
[BMIM][PF6],gas,stda,4.604,269.3,0.1939,3.817,324.8,0.7869999999999999,-15.152,-6.866,8.286
[BMIM][PF6],gas,stddft,4.551,272.4,0.3068,3.777,328.2,0.774,-15.152,-6.866,8.286
[BMIM][PF6],toluene,stda,4.562,271.8,0.3002,3.8,326.3,0.7620000000000005,-15.043,-6.775,8.267999999999999
[BMIM][PF6],toluene,stddft,4.504,275.3,0.324,3.761,329.6,0.7429999999999994,-15.043,-6.775,8.267999999999999
arylene,gas,stda,3.848,322.2,1.1827,3.392,365.5,0.45599999999999996,-13.65,-6.591,7.059
arylene,gas,stddft,3.802,326.1,0.9396,3.362,368.8,0.43999999999999995,-13.65,-6.591,7.059
arylene,toluene,stda,3.855,321.6,1.2051,3.39,365.7,0.46499999999999986,-13.532,-6.542,6.99
arylene,toluene,stddft,3.809,325.5,0.9453,3.36,369.0,0.4490000000000003,-13.532,-6.542,6.99
benzoxazole,gas,stda,3.663,338.5,0.3092,2.991,414.6,0.6719999999999997,-14.589,-7.342,7.247000000000001
benzoxazole,gas,stddft,3.605,343.9,0.2682,2.95,420.3,0.6549999999999998,-14.589,-7.342,7.247000000000001
benzoxazole,toluene,stda,3.541,350.1,0.3316,2.882,430.2,0.6589999999999998,-14.516,-7.416,7.1
benzoxazole,toluene,stddft,3.483,356.0,0.2851,2.842,436.3,0.641,-14.516,-7.416,7.1
bpipH,gas,stda,3.839,322.9,0.5819,3.202,387.1,0.637,-14.814,-7.615,7.199
bpipH,gas,stddft,3.764,329.4,0.515,3.171,391.0,0.593,-14.814,-7.615,7.199
bpipH,toluene,stda,3.85,322.1,0.5233,3.224,384.5,0.6259999999999999,-14.962,-7.725,7.237
bpipH,toluene,stddft,3.776,328.3,0.4709,3.192,388.4,0.5839999999999996,-14.962,-7.725,7.237
c-D2T,gas,stda,3.56,348.2,0.2903,3.344,370.7,0.2160000000000002,-13.543,-7.59,5.952999999999999
c-D2T,gas,stddft,3.547,349.5,0.2683,3.334,371.9,0.21300000000000008,-13.543,-7.59,5.952999999999999
c-D2T,toluene,stda,3.766,329.2,0.1118,3.348,370.3,0.41800000000000015,-13.099,-7.051,6.048
c-D2T,toluene,stddft,3.699,335.2,0.1562,3.327,372.7,0.3719999999999999,-13.099,-7.051,6.048
cyclohexanone,gas,stda,4.554,272.3,0.3688,3.783,327.7,0.7710000000000004,-15.175,-6.944,8.231000000000002
cyclohexanone,gas,stddft,4.491,276.1,0.417,3.746,331.0,0.7449999999999997,-15.175,-6.944,8.231000000000002
cyclohexanone,toluene,stda,4.521,274.2,0.3798,3.78,328.0,0.7410000000000001,-15.078,-6.843,8.235
cyclohexanone,toluene,stddft,4.458,278.1,0.3899,3.742,331.3,0.7160000000000002,-15.078,-6.843,8.235
czpzpy,gas,stda,3.611,343.4,0.3712,3.086,401.7,0.5250000000000004,-14.353,-7.243,7.109999999999999
czpzpy,gas,stddft,3.535,350.7,0.3035,3.059,405.3,0.476,-14.353,-7.243,7.109999999999999
czpzpy,toluene,stda,3.631,341.5,0.3709,3.105,399.3,0.5259999999999998,-14.382,-7.232,7.1499999999999995
czpzpy,toluene,stddft,3.555,348.7,0.3035,3.078,402.8,0.4770000000000003,-14.382,-7.232,7.1499999999999995
dTolmp,gas,stda,5.055,245.3,0.0006,4.991,248.4,0.06400000000000006,-15.489,-5.938,9.551000000000002
dTolmp,gas,stddft,5.027,246.7,0.0006,4.953,250.3,0.07399999999999984,-15.489,-5.938,9.551000000000002
dTolmp,toluene,stda,5.033,246.3,0.0005,4.987,248.6,0.04600000000000026,-15.381,-5.916,9.465
dTolmp,toluene,stddft,5.005,247.7,0.0005,4.955,250.2,0.04999999999999982,-15.381,-5.916,9.465
dbG2TAZ,gas,stda,3.649,339.8,0.0401,3.049,406.6,0.6000000000000001,-14.267,-7.228,7.039
dbG2TAZ,gas,stddft,3.595,344.9,0.0378,2.998,413.5,0.597,-14.267,-7.228,7.039
dbG2TAZ,toluene,stda,3.65,339.7,0.0381,3.043,407.4,0.6069999999999998,-14.285,-7.252,7.033
dbG2TAZ,toluene,stddft,3.598,344.6,0.0359,2.993,414.3,0.605,-14.285,-7.252,7.033
diarylbiindole,gas,stda,3.654,339.3,0.177,2.666,465.1,0.988,-14.359,-7.838,6.521
diarylbiindole,gas,stddft,3.545,349.8,0.6816,2.598,477.2,0.9470000000000001,-14.359,-7.838,6.521
diarylbiindole,toluene,stda,3.643,340.3,0.1753,2.666,465.1,0.9769999999999999,-14.301,-7.775,6.526
diarylbiindole,toluene,stddft,3.54,350.3,0.6638,2.598,477.2,0.9420000000000002,-14.301,-7.775,6.526
dpmb,gas,stda,4.979,249.0,0.0009,4.818,257.3,0.16100000000000048,-15.063,-5.946,9.117
dpmb,gas,stddft,4.951,250.4,0.0009,4.779,259.4,0.1719999999999997,-15.063,-5.946,9.117
dpmb,toluene,stda,4.955,250.2,0.0014,4.829,256.7,0.12600000000000033,-15.012,-5.929,9.083
dpmb,toluene,stddft,4.927,251.7,0.0014,4.79,258.8,0.13699999999999957,-15.012,-5.929,9.083
dpmt,gas,stda,5.105,242.9,0.001,4.056,305.7,1.0490000000000004,-14.474,-5.951,8.523
dpmt,gas,stddft,5.076,244.3,0.0013,4.011,309.1,1.0649999999999995,-14.474,-5.951,8.523
dpmt,toluene,stda,5.09,243.6,0.0014,4.041,306.8,1.0489999999999995,-14.412,-5.92,8.492
dpmt,toluene,stddft,5.061,245.0,0.002,3.995,310.3,1.0659999999999998,-14.412,-5.92,8.492
ethylacetate,gas,stda,3.132,395.9,0.0016,3.0,413.2,0.13200000000000012,-13.66,-7.248,6.412
ethylacetate,gas,stddft,3.124,396.9,0.0016,2.984,415.5,0.14000000000000012,-13.66,-7.248,6.412
ethylacetate,toluene,stda,3.331,372.3,0.0089,3.159,392.5,0.17200000000000015,-13.693,-7.067,6.6259999999999994
ethylacetate,toluene,stddft,3.321,373.3,0.008,3.139,395.0,0.18200000000000038,-13.693,-7.067,6.6259999999999994
iTPBI-CN,gas,stda,4.234,292.8,0.2155,3.822,324.4,0.4119999999999999,-15.113,-7.636,7.476999999999999
iTPBI-CN,gas,stddft,4.208,294.7,0.204,3.793,326.9,0.41500000000000004,-15.113,-7.636,7.476999999999999
iTPBI-CN,toluene,stda,4.22,293.8,0.1576,3.742,331.4,0.47799999999999976,-14.965,-7.46,7.505
iTPBI-CN,toluene,stddft,4.195,295.6,0.155,3.714,333.9,0.4810000000000003,-14.965,-7.46,7.505
indenoacridine,gas,stda,2.215,559.9,0.5263,1.261,982.9,0.954,-13.341,-8.266,5.074999999999999
indenoacridine,gas,stddft,2.033,609.8,0.3562,1.175,1055.6,0.8579999999999999,-13.341,-8.266,5.074999999999999
indenoacridine,toluene,stda,2.157,574.8,0.5573,1.053,1177.8,1.104,-13.269,-8.351,4.917999999999999
indenoacridine,toluene,stddft,1.938,639.8,0.3653,0.918,1350.2,1.02,-13.269,-8.351,4.917999999999999
m-CF3PIBI,gas,stda,3.92,316.3,0.3909,3.488,355.5,0.43199999999999994,-14.46,-7.425,7.035000000000001
m-CF3PIBI,gas,stddft,3.884,319.2,0.3495,3.458,358.6,0.4259999999999997,-14.46,-7.425,7.035000000000001
m-CF3PIBI,toluene,stda,3.885,319.2,0.3646,3.497,354.6,0.3879999999999999,-14.33,-7.345,6.985
m-CF3PIBI,toluene,stddft,3.847,322.3,0.3266,3.467,357.6,0.3799999999999999,-14.33,-7.345,6.985
m-CZ-DPS-DMAC,gas,stda,3.854,321.7,0.3929,3.43,361.4,0.42399999999999993,-13.63,-6.702,6.928000000000001
m-CZ-DPS-DMAC,gas,stddft,3.798,326.5,0.3319,3.407,363.9,0.391,-13.63,-6.702,6.928000000000001
m-CZ-DPS-DMAC,toluene,stda,3.836,323.2,0.1224,3.348,370.3,0.488,-13.623,-6.589,7.033999999999999
m-CZ-DPS-DMAC,toluene,stddft,3.777,328.2,0.0946,3.328,372.6,0.4490000000000003,-13.623,-6.589,7.033999999999999
m-CzCNDMT,gas,stda,3.941,314.6,0.0945,3.529,351.4,0.4119999999999999,-14.578,-6.999,7.579
m-CzCNDMT,gas,stddft,3.887,318.9,0.0839,3.506,353.6,0.3810000000000002,-14.578,-6.999,7.579
m-CzCNDMT,toluene,stda,3.909,317.2,0.1063,3.481,356.2,0.42799999999999994,-14.438,-6.837,7.601000000000001
m-CzCNDMT,toluene,stddft,3.851,321.9,0.0938,3.458,358.5,0.3929999999999998,-14.438,-6.837,7.601000000000001
m-DHMPA,gas,stda,3.258,380.6,0.4347,2.248,551.5,1.0099999999999998,-14.283,-7.892,6.390999999999999
m-DHMPA,gas,stddft,3.076,403.0,0.3056,2.177,569.4,0.899,-14.283,-7.892,6.390999999999999
m-DHMPA,toluene,stda,3.264,379.8,0.4262,2.252,550.7,1.012,-14.238,-7.836,6.401999999999999
m-DHMPA,toluene,stddft,3.083,402.2,0.3009,2.181,568.6,0.9020000000000001,-14.238,-7.836,6.401999999999999
m-DTPACO,gas,stda,3.445,359.9,0.0319,3.018,410.9,0.42700000000000005,-13.835,-7.744,6.091000000000001
m-DTPACO,gas,stddft,3.414,363.2,0.0294,2.995,413.9,0.41900000000000004,-13.835,-7.744,6.091000000000001
m-DTPACO,toluene,stda,3.253,381.1,0.0471,2.793,443.9,0.45999999999999996,-13.64,-7.735,5.905
m-DTPACO,toluene,stddft,3.218,385.3,0.0442,2.769,447.7,0.44899999999999984,-13.64,-7.735,5.905
m-PCzTPD,gas,stda,3.666,338.2,0.5189,3.041,407.7,0.625,-14.165,-7.707,6.457999999999999
m-PCzTPD,gas,stddft,3.618,342.7,0.5183,3.004,412.8,0.6139999999999999,-14.165,-7.707,6.457999999999999
m-PCzTPD,toluene,stda,3.59,345.4,0.041,2.926,423.8,0.6639999999999997,-14.1,-7.657,6.443
m-PCzTPD,toluene,stddft,3.553,349.0,0.0592,2.88,430.4,0.673,-14.1,-7.657,6.443
m-PO-ABN,gas,stda,3.207,386.6,0.6391,2.254,550.1,0.9529999999999998,-14.49,-8.132,6.3580000000000005
m-PO-ABN,gas,stddft,3.048,406.7,0.4464,2.185,567.5,0.863,-14.49,-8.132,6.3580000000000005
m-PO-ABN,toluene,stda,3.21,386.3,0.6178,2.254,550.1,0.956,-14.373,-7.997,6.3759999999999994
m-PO-ABN,toluene,stddft,3.049,406.6,0.431,2.183,568.0,0.8660000000000001,-14.373,-7.997,6.3759999999999994
m-TPA-AP-TPA,gas,stda,3.201,387.4,1.0744,2.254,550.1,0.9470000000000001,-13.691,-7.953,5.738
m-TPA-AP-TPA,gas,stddft,3.085,401.9,0.7726,2.185,567.5,0.8999999999999999,-13.691,-7.953,5.738
m-TPA-AP-TPA,toluene,stda,3.199,387.6,0.9434,2.274,545.3,0.9249999999999998,-13.586,-7.796,5.79
m-TPA-AP-TPA,toluene,stddft,3.067,404.2,0.6619,2.203,562.8,0.8640000000000003,-13.586,-7.796,5.79
m-ν-DABNA,gas,stda,3.16,392.4,0.8979,2.8,442.8,0.3600000000000003,-13.316,-7.116,6.200000000000001
m-ν-DABNA,gas,stddft,3.116,397.9,0.7834,2.78,446.0,0.3360000000000003,-13.316,-7.116,6.200000000000001
m-ν-DABNA,toluene,stda,3.147,394.0,0.8814,2.793,443.9,0.35399999999999965,-13.158,-6.971,6.186999999999999
m-ν-DABNA,toluene,stddft,3.104,399.4,0.7715,2.773,447.2,0.33099999999999996,-13.158,-6.971,6.186999999999999
m2Cz2Trz,gas,stda,3.472,357.1,0.21,3.216,385.5,0.2559999999999998,-14.186,-7.729,6.457
