molecule,environment,method,S1_energy_eV,S1_wavelength_nm,S1_osc_strength,T1_energy_eV,T1_wavelength_nm,Delta_E_ST_eV,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV
2PCzBN-tPh,toluene,stda,3.755,330.2,0.6611,3.411,363.5,0.34399999999999986,-14.1,-7.426,6.6739999999999995
2PCzBN-tPh,toluene,stddft,3.727,332.6,0.6087,3.389,365.8,0.3380000000000001,-14.1,-7.426,6.6739999999999995
2PN,gas,stda,2.201,563.4,0.0926,2.007,617.6,0.19399999999999995,-13.28,-8.596,4.683999999999999
2PN,gas,stddft,2.182,568.2,0.0673,1.995,621.4,0.18699999999999983,-13.28,-8.596,4.683999999999999
2PN,toluene,stda,2.159,574.4,0.2118,1.961,632.4,0.19799999999999973,-13.158,-8.494,4.664
2PN,toluene,stddft,2.141,579.0,0.1833,1.949,636.0,0.19199999999999995,-13.158,-8.494,4.664
2PS-2FPh,gas,stda,3.225,384.4,0.0318,2.878,430.8,0.347,-13.101,-6.414,6.687000000000001
2PS-2FPh,gas,stddft,3.184,389.4,0.0269,2.85,435.1,0.3340000000000001,-13.101,-6.414,6.687000000000001
2PS-2FPh,toluene,stda,3.204,387.0,0.051,2.833,437.6,0.371,-13.108,-6.349,6.759
2PS-2FPh,toluene,stddft,3.161,392.3,0.0432,2.803,442.3,0.3580000000000001,-13.108,-6.349,6.759
2PXZ-OXD,gas,stda,3.099,400.0,0.8673,2.812,440.9,0.28700000000000037,-13.213,-7.733,5.4799999999999995
2PXZ-OXD,gas,stddft,3.088,401.5,0.8117,2.802,442.5,0.28600000000000003,-13.213,-7.733,5.4799999999999995
2PXZ-OXD,toluene,stda,3.097,400.3,0.8694,2.835,437.3,0.262,-13.165,-7.716,5.448999999999999
2PXZ-OXD,toluene,stddft,3.087,401.7,0.815,2.826,438.7,0.2610000000000001,-13.165,-7.716,5.448999999999999
2PXZP,gas,stda,3.076,403.0,0.4548,2.741,452.4,0.33499999999999996,-13.071,-7.698,5.372999999999999
2PXZP,gas,stddft,3.06,405.1,0.4195,2.709,457.6,0.351,-13.071,-7.698,5.372999999999999
2PXZP,toluene,stda,3.118,397.6,0.0208,2.749,451.1,0.3689999999999998,-13.118,-7.655,5.463
2PXZP,toluene,stddft,3.081,402.4,0.0182,2.718,456.2,0.363,-13.118,-7.655,5.463
2PyCNBCz,gas,stda,3.824,324.2,1.3419,3.387,366.1,0.43699999999999983,-13.98,-8.058,5.922000000000001
2PyCNBCz,gas,stddft,3.78,328.0,1.1088,3.365,368.5,0.4149999999999996,-13.98,-8.058,5.922000000000001
2PyCNBCz,toluene,stda,3.794,326.8,1.5588,3.36,369.0,0.43400000000000016,-13.892,-8.13,5.761999999999999
2PyCNBCz,toluene,stddft,3.759,329.8,1.3444,3.336,371.7,0.42300000000000004,-13.892,-8.13,5.761999999999999
2PyCNICz,gas,stda,3.743,331.2,0.2141,3.366,368.4,0.3769999999999998,-13.985,-8.042,5.943
2PyCNICz,gas,stddft,3.692,335.8,0.2003,3.34,371.2,0.3520000000000003,-13.985,-8.042,5.943
2PyCNICz,toluene,stda,3.726,332.8,0.1406,3.35,370.1,0.3759999999999999,-13.884,-8.118,5.766
2PyCNICz,toluene,stddft,3.679,337.0,0.1296,3.324,373.0,0.355,-13.884,-8.118,5.766
2SBFN,gas,stda,4.207,294.7,0.048,3.39,365.7,0.8169999999999997,-14.779,-7.318,7.461
2SBFN,gas,stddft,4.172,297.2,0.0886,3.338,371.5,0.8339999999999996,-14.779,-7.318,7.461
2SBFN,toluene,stda,4.2,295.2,0.0909,3.388,365.9,0.8120000000000003,-14.763,-7.318,7.445
2SBFN,toluene,stddft,4.163,297.8,0.1483,3.335,371.7,0.8280000000000003,-14.763,-7.318,7.445
2SPBAC-BP,gas,stda,3.647,340.0,0.1859,3.064,404.7,0.5829999999999997,-13.621,-7.394,6.227
2SPBAC-BP,gas,stddft,3.605,343.9,0.2351,3.03,409.2,0.5750000000000002,-13.621,-7.394,6.227
2SPBAC-BP,toluene,stda,3.396,365.1,0.0899,2.812,441.0,0.5840000000000001,-13.514,-7.606,5.9079999999999995
2SPBAC-BP,toluene,stddft,3.345,370.7,0.1145,2.78,446.1,0.5650000000000004,-13.514,-7.606,5.9079999999999995
2TCz-DPS,gas,stda,3.854,321.7,0.0404,3.389,365.9,0.4650000000000003,-14.071,-7.099,6.9719999999999995
2TCz-DPS,gas,stddft,3.805,325.9,0.0326,3.368,368.1,0.4370000000000003,-14.071,-7.099,6.9719999999999995
2TCz-DPS,toluene,stda,3.875,320.0,0.0961,3.431,361.4,0.44399999999999995,-13.952,-6.816,7.136
2TCz-DPS,toluene,stddft,3.817,324.8,0.0841,3.41,363.6,0.40700000000000003,-13.952,-6.816,7.136
2TDBA-SBA,gas,stda,3.572,347.1,0.2263,3.074,403.3,0.4980000000000002,-13.557,-7.744,5.813000000000001
2TDBA-SBA,gas,stddft,3.497,354.6,0.1905,3.054,405.9,0.44300000000000006,-13.557,-7.744,5.813000000000001
2TDBA-SBA,toluene,stda,3.559,348.3,0.2436,3.074,403.3,0.4850000000000003,-13.506,-7.716,5.79
2TDBA-SBA,toluene,stddft,3.486,355.7,0.2027,3.055,405.8,0.43100000000000005,-13.506,-7.716,5.79
2Trz6CNDBT,gas,stda,3.909,317.2,0.1548,3.568,347.5,0.34099999999999975,-15.085,-7.679,7.406000000000001
2Trz6CNDBT,gas,stddft,3.86,321.2,0.1422,3.549,349.3,0.31099999999999994,-15.085,-7.679,7.406000000000001
2Trz6CNDBT,toluene,stda,3.892,318.6,0.157,3.545,349.7,0.347,-15.078,-7.644,7.433999999999999
2Trz6CNDBT,toluene,stddft,3.842,322.7,0.1427,3.527,351.5,0.31499999999999995,-15.078,-7.644,7.433999999999999
2tCz2CzBn,gas,stda,3.425,362.0,0.3948,3.162,392.1,0.2629999999999999,-14.009,-7.228,6.781000000000001
2tCz2CzBn,gas,stddft,3.388,365.9,0.3491,3.151,393.5,0.2370000000000001,-14.009,-7.228,6.781000000000001
2tCz2CzBn,toluene,stda,3.303,375.4,0.4316,3.011,411.7,0.2919999999999998,-13.518,-6.853,6.665000000000001
2tCz2CzBn,toluene,stddft,3.261,380.2,0.376,2.999,413.4,0.262,-13.518,-6.853,6.665000000000001
2tPAB,gas,stda,3.149,393.7,0.4192,2.709,457.6,0.43999999999999995,-13.428,-6.96,6.468000000000001
2tPAB,gas,stddft,3.076,403.1,0.3396,2.688,461.3,0.3879999999999999,-13.428,-6.96,6.468000000000001
2tPAB,toluene,stda,3.125,396.7,0.417,2.682,462.2,0.44300000000000006,-13.266,-6.832,6.434
2tPAB,toluene,stddft,3.052,406.3,0.3366,2.66,466.0,0.3919999999999999,-13.266,-6.832,6.434
"3,3−NHC",gas,stda,4.23,293.1,0.0508,3.282,377.8,0.9480000000000004,-14.902,-7.289,7.6129999999999995
"3,3−NHC",gas,stddft,4.17,297.4,0.1332,3.242,382.5,0.9279999999999999,-14.902,-7.289,7.6129999999999995
"3,3−NHC",toluene,stda,4.179,296.7,0.466,3.239,382.8,0.9400000000000004,-15.153,-7.475,7.678000000000001
"3,3−NHC",toluene,stddft,4.093,302.9,0.4144,3.192,388.4,0.9009999999999998,-15.153,-7.475,7.678000000000001
"3,6-MeCzOXD",gas,stda,3.709,334.3,0.3064,3.422,362.3,0.2869999999999999,-13.939,-7.404,6.535
"3,6-MeCzOXD",gas,stddft,3.689,336.1,0.2812,3.4,364.6,0.28900000000000015,-13.939,-7.404,6.535
"3,6-MeCzOXD",toluene,stda,3.684,336.5,0.247,3.364,368.6,0.3200000000000003,-13.901,-7.309,6.592
"3,6-MeCzOXD",toluene,stddft,3.664,338.4,0.2237,3.341,371.1,0.32299999999999995,-13.901,-7.309,6.592
"3,6-T2C",gas,stda,3.748,330.8,1.2761,3.309,374.7,0.43900000000000006,-13.685,-7.824,5.861000000000001
"3,6-T2C",gas,stddft,3.716,333.7,1.1061,3.282,377.8,0.43400000000000016,-13.685,-7.824,5.861000000000001
"3,6-T2C",toluene,stda,3.735,332.0,1.268,3.286,377.3,0.44899999999999984,-13.5,-7.637,5.863
"3,6-T2C",toluene,stddft,3.699,335.2,1.0969,3.26,380.3,0.43900000000000006,-13.5,-7.637,5.863
"3,6-TC",gas,stda,3.743,331.2,1.232,3.311,374.5,0.43199999999999994,-13.627,-7.619,6.008000000000001
"3,6-TC",gas,stddft,3.708,334.3,1.065,3.284,377.6,0.4240000000000004,-13.627,-7.619,6.008000000000001
"3,6-TC",toluene,stda,3.722,333.1,1.3371,3.286,377.3,0.43599999999999994,-13.499,-7.548,5.9510000000000005
"3,6-TC",toluene,stddft,3.687,336.3,1.1542,3.261,380.2,0.4259999999999997,-13.499,-7.548,5.9510000000000005
3-ACBPmCN,gas,stda,3.221,385.0,0.0099,3.089,401.4,0.13200000000000012,-13.674,-8.57,5.103999999999999
3-ACBPmCN,gas,stddft,3.219,385.1,0.0104,3.057,405.5,0.16199999999999992,-13.674,-8.57,5.103999999999999
3-ACBPmCN,toluene,stda,3.2,387.5,0.0166,3.071,403.8,0.129,-13.535,-8.544,4.991
3-ACBPmCN,toluene,stddft,3.198,387.7,0.0181,3.038,408.1,0.16000000000000014,-13.535,-8.544,4.991
3-AcBPdCN,gas,stda,2.858,433.8,0.6375,2.357,526.1,0.5009999999999999,-14.097,-8.767,5.33
3-AcBPdCN,gas,stddft,2.797,443.3,0.5488,2.327,532.8,0.4700000000000002,-14.097,-8.767,5.33
3-AcBPdCN,toluene,stda,2.62,473.3,0.6129,2.097,591.2,0.5230000000000001,-13.858,-8.842,5.016
3-AcBPdCN,toluene,stddft,2.553,485.6,0.5223,2.063,600.9,0.48999999999999977,-13.858,-8.842,5.016
3-AcBPtCN,gas,stda,2.995,413.9,0.2684,2.805,442.1,0.18999999999999995,-13.856,-9.245,4.611000000000001
3-AcBPtCN,gas,stddft,2.982,415.8,0.2555,2.791,444.3,0.19100000000000028,-13.856,-9.245,4.611000000000001
3-AcBPtCN,toluene,stda,2.501,495.7,0.4351,2.023,613.0,0.47799999999999976,-13.915,-9.041,4.873999999999999
3-AcBPtCN,toluene,stddft,2.442,507.8,0.3809,1.989,623.3,0.45300000000000007,-13.915,-9.041,4.873999999999999
3-BHH,gas,stda,4.176,296.9,0.1321,3.233,383.5,0.9430000000000001,-14.712,-7.329,7.383
3-BHH,gas,stddft,4.087,303.3,0.117,3.191,388.5,0.8959999999999999,-14.712,-7.329,7.383
3-BHH,toluene,stda,4.15,298.8,0.1464,3.172,390.8,0.9780000000000002,-14.942,-7.485,7.457
3-BHH,toluene,stddft,4.056,305.7,0.1287,3.129,396.3,0.927,-14.942,-7.485,7.457
3-DPM,gas,stda,2.99,414.6,0.0312,2.719,456.0,0.27100000000000035,-13.798,-8.325,5.473000000000001
3-DPM,gas,stddft,2.96,418.8,0.0246,2.707,458.0,0.2530000000000001,-13.798,-8.325,5.473000000000001
3-DPM,toluene,stda,2.755,450.0,0.02,2.514,493.1,0.2410000000000001,-13.68,-8.44,5.24
3-DPM,toluene,stddft,2.732,453.9,0.0167,2.502,495.5,0.23000000000000043,-13.68,-8.44,5.24
3-DTPA-BBI,gas,stda,3.05,406.6,1.7982,2.414,513.6,0.6359999999999997,-13.719,-8.58,5.138999999999999
3-DTPA-BBI,gas,stddft,2.99,414.7,1.4974,2.372,522.8,0.6180000000000003,-13.719,-8.58,5.138999999999999
3-DTPA-BBI,toluene,stda,2.868,432.3,1.7895,2.289,541.6,0.5789999999999997,-13.41,-8.544,4.866
3-DTPA-BBI,toluene,stddft,2.813,440.8,1.518,2.25,551.1,0.5630000000000002,-13.41,-8.544,4.866
35CzBPym,gas,stda,3.536,350.7,0.0641,3.276,378.5,0.26000000000000023,-14.331,-8.208,6.122999999999999
35CzBPym,gas,stddft,3.506,353.7,0.0558,3.266,379.7,0.23999999999999977,-14.331,-8.208,6.122999999999999
35CzBPym,toluene,stda,3.474,356.8,0.0608,3.215,385.6,0.25900000000000034,-14.216,-8.181,6.035
35CzBPym,toluene,stddft,3.444,360.0,0.0525,3.205,386.8,0.23899999999999988,-14.216,-8.181,6.035
35tCzBPym,gas,stda,3.465,357.8,0.0634,3.207,386.6,0.258,-14.18,-8.183,5.997
35tCzBPym,gas,stddft,3.437,360.7,0.0553,3.197,387.8,0.23999999999999977,-14.18,-8.183,5.997
35tCzBPym,toluene,stda,3.35,370.1,0.0663,3.082,402.3,0.26800000000000024,-14.028,-8.15,5.878
35tCzBPym,toluene,stddft,3.32,373.4,0.0574,3.071,403.7,0.24899999999999967,-14.028,-8.15,5.878
36DTPAFM,gas,stda,2.775,446.9,0.1287,2.426,511.1,0.34899999999999975,-13.81,-9.105,4.705
36DTPAFM,gas,stddft,2.755,450.1,0.1242,2.385,519.8,0.3700000000000001,-13.81,-9.105,4.705
36DTPAFM,toluene,stda,2.648,468.2,0.3422,2.243,552.7,0.40500000000000025,-13.625,-9.167,4.458
36DTPAFM,toluene,stddft,2.629,471.6,0.3248,2.205,562.4,0.42399999999999993,-13.625,-9.167,4.458
3BPy-mDTC,gas,stda,3.559,348.4,0.0907,3.299,375.8,0.26000000000000023,-14.119,-7.984,6.135
3BPy-mDTC,gas,stddft,3.53,351.3,0.0826,3.289,377.0,0.24099999999999966,-14.119,-7.984,6.135
3BPy-mDTC,toluene,stda,3.49,355.2,0.0838,3.235,383.3,0.25500000000000034,-14.003,-7.956,6.047
3BPy-mDTC,toluene,stddft,3.462,358.1,0.0753,3.225,384.5,0.2370000000000001,-14.003,-7.956,6.047
3BrBI,gas,stda,3.476,356.7,3.9069,2.723,455.4,0.7530000000000001,-14.563,-8.27,6.293000000000001
3BrBI,gas,stddft,3.433,361.2,3.4225,2.667,465.0,0.766,-14.563,-8.27,6.293000000000001
3BrBI,toluene,stda,3.502,354.1,3.8849,2.747,451.3,0.7549999999999999,-14.444,-8.091,6.3530000000000015
3BrBI,toluene,stddft,3.459,358.5,3.403,2.692,460.6,0.7669999999999999,-14.444,-8.091,6.3530000000000015
3CP-DPS-DMAC,gas,stda,3.82,324.6,0.2009,3.385,366.3,0.43500000000000005,-13.628,-6.835,6.793
3CP-DPS-DMAC,gas,stddft,3.747,330.9,0.1636,3.361,368.9,0.3859999999999997,-13.628,-6.835,6.793
3CP-DPS-DMAC,toluene,stda,3.804,325.9,0.158,3.359,369.1,0.44499999999999984,-13.501,-6.775,6.725999999999999
3CP-DPS-DMAC,toluene,stddft,3.729,332.5,0.1274,3.335,371.8,0.39400000000000013,-13.501,-6.775,6.725999999999999
3CP-DPS-PXZ,gas,stda,3.098,400.1,0.0149,2.733,453.6,0.36499999999999977,-13.196,-6.836,6.359999999999999
3CP-DPS-PXZ,gas,stddft,3.061,405.1,0.0128,2.702,458.9,0.359,-13.196,-6.836,6.359999999999999
3CP-DPS-PXZ,toluene,stda,3.129,396.2,0.0132,2.761,449.0,0.3679999999999999,-13.143,-6.775,6.368
3CP-DPS-PXZ,toluene,stddft,3.091,401.1,0.0111,2.73,454.2,0.3610000000000002,-13.143,-6.775,6.368
3CzAnBzt,gas,stda,3.25,381.5,0.7323,2.243,552.8,1.0070000000000001,-14.18,-8.033,6.147
3CzAnBzt,gas,stddft,3.101,399.8,0.5288,2.173,570.6,0.9279999999999999,-14.18,-8.033,6.147
3CzAnBzt,toluene,stda,3.258,380.5,0.7095,2.253,550.3,1.005,-14.041,-7.907,6.134
3CzAnBzt,toluene,stddft,3.108,399.0,0.5126,2.183,568.1,0.9250000000000003,-14.041,-7.907,6.134
3CzAnN,gas,stda,3.252,381.3,0.7743,2.248,551.6,1.0039999999999996,-14.063,-7.843,6.220000000000001
3CzAnN,gas,stddft,3.107,399.1,0.5617,2.178,569.3,0.9290000000000003,-14.063,-7.843,6.220000000000001
3CzAnN,toluene,stda,3.259,380.4,0.7568,2.25,551.1,1.009,-14.017,-7.827,6.1899999999999995
3CzAnN,toluene,stddft,3.112,398.4,0.547,2.18,568.8,0.9319999999999999,-14.017,-7.827,6.1899999999999995
3CzBN,gas,stda,3.844,322.5,0.3168,3.396,365.1,0.44799999999999995,-14.329,-7.287,7.042000000000001
3CzBN,gas,stddft,3.819,324.7,0.2858,3.371,367.8,0.44799999999999995,-14.329,-7.287,7.042000000000001
3CzBN,toluene,stda,3.75,330.6,0.3467,3.344,370.8,0.40600000000000014,-14.23,-7.199,7.031000000000001
3CzBN,toluene,stddft,3.724,333.0,0.3206,3.319,373.6,0.40500000000000025,-14.23,-7.199,7.031000000000001
3CzFTFP,gas,stda,3.863,321.0,0.1636,3.411,363.5,0.45199999999999996,-14.214,-7.1,7.114000000000001
3CzFTFP,gas,stddft,3.791,327.1,0.1359,3.388,366.0,0.403,-14.214,-7.1,7.114000000000001
3CzFTFP,toluene,stda,3.824,324.2,0.1553,3.366,368.4,0.45799999999999974,-14.111,-7.191,6.920000000000001
3CzFTFP,toluene,stddft,3.749,330.7,0.1285,3.343,370.9,0.40600000000000014,-14.111,-7.191,6.920000000000001
3CzPhpPM,gas,stda,3.825,324.1,0.4495,3.422,362.3,0.403,-14.203,-7.471,6.731999999999999
3CzPhpPM,gas,stddft,3.764,329.4,0.356,3.4,364.6,0.3639999999999999,-14.203,-7.471,6.731999999999999
3CzPhpPM,toluene,stda,3.82,324.6,0.4297,3.411,363.5,0.4089999999999998,-14.134,-7.406,6.728000000000001
3CzPhpPM,toluene,stddft,3.757,330.0,0.3389,3.389,365.8,0.3680000000000003,-14.134,-7.406,6.728000000000001
3DCPO,gas,stda,3.866,320.7,0.047,3.406,364.0,0.45999999999999996,-14.172,-6.598,7.574000000000001
3DCPO,gas,stddft,3.792,327.0,0.0385,3.384,366.4,0.4079999999999999,-14.172,-6.598,7.574000000000001
3DCPO,toluene,stda,3.897,318.2,0.1917,3.397,365.0,0.5,-14.191,-6.628,7.563000000000001
3DCPO,toluene,stddft,3.827,324.0,0.1598,3.374,367.5,0.45299999999999985,-14.191,-6.628,7.563000000000001
3DMAC-BP-Br,gas,stda,2.822,439.3,0.0817,2.768,447.9,0.05400000000000027,-13.628,-8.519,5.109
3DMAC-BP-Br,gas,stddft,2.818,440.0,0.0797,2.762,448.9,0.05600000000000005,-13.628,-8.519,5.109
3DMAC-BP-Br,toluene,stda,2.894,428.4,0.3445,2.419,512.5,0.4750000000000001,-13.454,-8.253,5.2010000000000005
3DMAC-BP-Br,toluene,stddft,2.846,435.7,0.4186,2.39,518.8,0.45599999999999996,-13.454,-8.253,5.2010000000000005
3DMAC-BP-CN,gas,stda,2.905,426.8,0.0185,2.46,504.0,0.44499999999999984,-13.546,-8.337,5.209
3DMAC-BP-CN,gas,stddft,2.897,427.9,0.0035,2.431,510.0,0.46599999999999975,-13.546,-8.337,5.209
3DMAC-BP-CN,toluene,stda,2.803,442.3,0.0982,2.31,536.8,0.4929999999999999,-13.479,-8.511,4.968
3DMAC-BP-CN,toluene,stddft,2.752,450.5,0.5258,2.28,543.9,0.472,-13.479,-8.511,4.968
3DMACIPN,gas,stda,2.868,432.3,0.1368,2.707,458.1,0.16100000000000003,-13.831,-7.851,5.9799999999999995
3DMACIPN,gas,stddft,2.858,433.9,0.1266,2.697,459.6,0.16100000000000003,-13.831,-7.851,5.9799999999999995
3DMACIPN,toluene,stda,2.771,447.4,0.1096,2.568,482.8,0.20299999999999985,-13.578,-7.711,5.866999999999999
3DMACIPN,toluene,stddft,2.754,450.2,0.0982,2.559,484.6,0.19499999999999984,-13.578,-7.711,5.866999999999999
3DPA3CN,gas,stda,3.314,374.1,1.4124,2.982,415.7,0.33199999999999985,-13.788,-7.88,5.908
3DPA3CN,gas,stddft,3.295,376.3,1.2987,2.961,418.8,0.3340000000000001,-13.788,-7.88,5.908
3DPA3CN,toluene,stda,3.203,387.1,1.4,2.867,432.4,0.33599999999999985,-13.72,-7.913,5.807
3DPA3CN,toluene,stddft,3.183,389.5,1.283,2.846,435.6,0.33699999999999974,-13.72,-7.913,5.807
3DPTIA,gas,stda,3.697,335.3,0.1633,3.255,380.9,0.44200000000000017,-13.858,-7.388,6.470000000000001
3DPTIA,gas,stddft,3.624,342.1,0.1337,3.234,383.4,0.3900000000000001,-13.858,-7.388,6.470000000000001
3DPTIA,toluene,stda,3.682,336.7,0.1407,3.244,382.1,0.4379999999999997,-13.737,-7.328,6.409
3DPTIA,toluene,stddft,3.609,343.6,0.1152,3.222,384.8,0.387,-13.737,-7.328,6.409
3PCzPFP,gas,stda,3.827,324.0,0.1674,3.381,366.8,0.4460000000000002,-14.26,-7.316,6.944
3PCzPFP,gas,stddft,3.754,330.2,0.1385,3.358,369.2,0.3959999999999999,-14.26,-7.316,6.944
3PCzPFP,toluene,stda,3.815,325.0,0.1491,3.368,368.1,0.44700000000000006,-14.156,-7.41,6.746
3PCzPFP,toluene,stddft,3.741,331.4,0.1237,3.345,370.7,0.3959999999999999,-14.156,-7.41,6.746
3Py-DMAC,gas,stda,3.566,347.7,0.2549,3.43,361.5,0.13599999999999968,-13.607,-8.421,5.186
3Py-DMAC,gas,stddft,3.558,348.4,0.2397,3.398,364.9,0.1599999999999997,-13.607,-8.421,5.186
3Py-DMAC,toluene,stda,3.165,391.8,1.1284,2.662,465.8,0.5030000000000001,-13.79,-8.404,5.385999999999999
3Py-DMAC,toluene,stddft,3.117,397.8,0.9842,2.636,470.3,0.48099999999999987,-13.79,-8.404,5.385999999999999
3TCPM,gas,stda,3.732,332.2,1.5291,3.34,371.2,0.39200000000000035,-13.611,-7.758,5.853000000000001
3TCPM,gas,stddft,3.703,334.8,1.3257,3.315,374.0,0.3879999999999999,-13.611,-7.758,5.853000000000001
3TCPM,toluene,stda,3.643,340.3,0.006,3.345,370.7,0.2979999999999996,-13.5,-7.745,5.755
3TCPM,toluene,stddft,3.641,340.5,0.0186,3.323,373.1,0.31800000000000006,-13.5,-7.745,5.755
3TPAFM,gas,stda,2.624,472.6,0.0879,2.378,521.5,0.246,-13.834,-9.131,4.702999999999999
3TPAFM,gas,stddft,2.599,477.1,0.084,2.349,527.8,0.25,-13.834,-9.131,4.702999999999999
3TPAFM,toluene,stda,2.475,501.0,0.2308,2.173,570.7,0.30200000000000005,-13.65,-9.197,4.453000000000001
3TPAFM,toluene,stddft,2.447,506.7,0.2204,2.144,578.3,0.30299999999999994,-13.65,-9.197,4.453000000000001
3ai,gas,stda,3.637,340.9,0.7973,2.539,488.3,1.0979999999999999,-13.627,-6.68,6.947000000000001
3ai,gas,stddft,3.458,358.6,0.547,2.482,499.5,0.976,-13.627,-6.68,6.947000000000001
3ai,toluene,stda,3.593,345.1,0.7992,2.518,492.4,1.0750000000000002,-13.682,-6.716,6.966
3ai,toluene,stddft,3.408,363.8,0.546,2.46,503.9,0.948,-13.682,-6.716,6.966
3ca,gas,stda,3.513,352.9,1.4542,2.679,462.8,0.8340000000000001,-14.187,-7.568,6.619
3ca,gas,stddft,3.425,362.0,1.1614,2.63,471.5,0.7949999999999999,-14.187,-7.568,6.619
3ca,toluene,stda,3.501,354.1,1.3956,2.676,463.3,0.8249999999999997,-14.106,-7.509,6.5969999999999995
3ca,toluene,stddft,3.414,363.2,1.1163,2.627,472.0,0.7870000000000004,-14.106,-7.509,6.5969999999999995
4-Ac,gas,stda,4.002,309.8,0.6236,3.343,370.9,0.6589999999999998,-13.956,-6.324,7.632
4-Ac,gas,stddft,3.951,313.8,0.5396,3.313,374.3,0.6379999999999999,-13.956,-6.324,7.632
4-Ac,toluene,stda,3.945,314.3,0.0205,3.252,381.2,0.6930000000000001,-13.755,-6.205,7.550000000000001
4-Ac,toluene,stddft,3.884,319.3,0.017,3.22,385.1,0.6639999999999997,-13.755,-6.205,7.550000000000001
4-DBFBI,gas,stda,4.175,296.9,0.4349,3.682,336.8,0.4929999999999999,-14.355,-6.924,7.431
4-DBFBI,gas,stddft,4.132,300.1,0.3888,3.655,339.2,0.47699999999999987,-14.355,-6.924,7.431
4-DBFBI,toluene,stda,4.196,295.5,0.424,3.713,333.9,0.48299999999999965,-14.22,-6.935,7.285000000000001
4-DBFBI,toluene,stddft,4.155,298.4,0.3751,3.686,336.4,0.4690000000000003,-14.22,-6.935,7.285000000000001
4-DPM,gas,stda,3.034,408.7,1.1998,2.395,517.6,0.6389999999999998,-13.946,-8.227,5.718999999999999
4-DPM,gas,stddft,3.008,412.2,1.0874,2.361,525.2,0.6469999999999998,-13.946,-8.227,5.718999999999999
4-DPM,toluene,stda,2.85,435.1,1.2987,2.226,556.9,0.6240000000000001,-13.821,-8.305,5.516
4-DPM,toluene,stddft,2.817,440.1,1.1603,2.189,566.5,0.6280000000000001,-13.821,-8.305,5.516
4-SCZ,gas,stda,3.67,337.8,0.1846,3.118,397.6,0.552,-14.246,-7.067,7.179
4-SCZ,gas,stddft,3.59,345.3,0.1533,3.088,401.5,0.5019999999999998,-14.246,-7.067,7.179
4-SCZ,toluene,stda,3.675,337.4,0.1857,3.12,397.4,0.5549999999999997,-14.251,-7.069,7.1819999999999995
4-SCZ,toluene,stddft,3.594,345.0,0.1539,3.09,401.3,0.504,-14.251,-7.069,7.1819999999999995
4BPy-mDTC,gas,stda,3.542,350.0,0.1147,3.274,378.7,0.2679999999999998,-14.148,-8.015,6.132999999999999
4BPy-mDTC,gas,stddft,3.512,353.0,0.1038,3.264,379.9,0.24800000000000022,-14.148,-8.015,6.132999999999999
4BPy-mDTC,toluene,stda,3.44,360.4,0.0803,3.187,389.1,0.2530000000000001,-14.007,-7.983,6.024
4BPy-mDTC,toluene,stddft,3.412,363.4,0.0717,3.177,390.3,0.23499999999999988,-14.007,-7.983,6.024
4CzIPN,gas,stda,3.298,375.9,0.151,3.086,401.7,0.2120000000000002,-14.186,-7.682,6.504
4CzIPN,gas,stddft,3.269,379.3,0.1358,3.077,403.0,0.19200000000000017,-14.186,-7.682,6.504
4CzIPN,toluene,stda,3.21,386.2,0.1588,2.984,415.5,0.22599999999999998,-13.692,-7.265,6.4270000000000005
4CzIPN,toluene,stddft,3.18,389.9,0.1427,2.974,416.9,0.20599999999999996,-13.692,-7.265,6.4270000000000005
4CzMC,gas,stda,3.77,328.9,0.3813,3.239,382.8,0.5310000000000001,-14.284,-7.009,7.275
4CzMC,gas,stddft,3.714,333.8,0.3473,3.206,386.7,0.508,-14.284,-7.009,7.275
4CzMC,toluene,stda,3.738,331.7,0.3997,3.134,395.6,0.6040000000000001,-14.342,-7.174,7.168
4CzMC,toluene,stddft,3.677,337.2,0.3673,3.097,400.4,0.5800000000000001,-14.342,-7.174,7.168
4CzTPN,gas,stda,2.962,418.6,0.4215,2.672,464.0,0.29000000000000004,-14.19,-7.954,6.236
4CzTPN,gas,stddft,2.917,425.1,0.3615,2.659,466.2,0.258,-14.19,-7.954,6.236
4CzTPN,toluene,stda,2.841,436.4,0.4455,2.522,491.6,0.3190000000000004,-13.73,-7.588,6.142
4CzTPN,toluene,stddft,2.79,444.4,0.3773,2.508,494.4,0.28200000000000003,-13.73,-7.588,6.142
4F-m-ν-DABNA,gas,stda,3.215,385.7,1.0122,2.865,432.8,0.34999999999999964,-13.321,-7.091,6.2299999999999995
4F-m-ν-DABNA,gas,stddft,3.174,390.7,0.8896,2.846,435.7,0.32799999999999985,-13.321,-7.091,6.2299999999999995
4F-m-ν-DABNA,toluene,stda,3.203,387.1,1.0391,2.86,433.5,0.34299999999999997,-13.235,-7.028,6.207
4F-m-ν-DABNA,toluene,stddft,3.163,391.9,0.9168,2.841,436.4,0.3219999999999996,-13.235,-7.028,6.207
4F-ν-DABNA,gas,stda,3.211,386.1,0.931,2.858,433.8,0.35299999999999976,-13.411,-7.172,6.239
4F-ν-DABNA,gas,stddft,3.17,391.1,0.8164,2.839,436.7,0.33099999999999996,-13.411,-7.172,6.239
