molecule_id,SMILES_canonical,source,MW,MW,LogP,n_aromatic_rings,n_aromatic_rings,n_heteroatoms,n_heteroatoms,n_rotatable_bonds,n_rotatable_bonds,n_hbd,n_hba,tpsa,n_rings,n_atoms
MOL_015025,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCN(c2ccc(F)cc2)CC1,PubChem_filtered,535.62,535.62,3.73,4.0,4,10.0,10,8.0,8,1,8,101.4,5,39
MOL_015026,CCC(C)(C)n1nnnc1[C@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCN(c2ccc(F)cc2)CC1,PubChem_filtered,535.62,535.62,3.73,4.0,4,10.0,10,8.0,8,1,8,101.4,5,39
MOL_015027,COc1cc2cc([C@H](c3nnnn3C3CCCC3)N3CCN(c4ccc(F)cc4)CC3)c(=O)[nH]c2cc1OC,PubChem_filtered,533.61,533.61,3.7,4.0,4,10.0,10,7.0,7,1,8,101.4,6,39
MOL_015028,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCN(c2ccccc2OC)CC1,PubChem_filtered,547.66,547.66,3.6,4.0,4,11.0,11,9.0,9,1,9,110.63,5,40
MOL_015029,CCC(C)(C)n1nnnc1[C@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCN(c2ccccc2OC)CC1,PubChem_filtered,547.66,547.66,3.6,4.0,4,11.0,11,9.0,9,1,9,110.63,5,40
MOL_015030,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCN(c2ccc(OC)cc2)CC1,PubChem_filtered,547.66,547.66,3.6,4.0,4,11.0,11,9.0,9,1,9,110.63,5,40
MOL_015031,COc1ccc(N2CCN([C@@H](c3cc4cc(OC)c(OC)cc4[nH]c3=O)c3nnnn3C3CCCC3)CC2)cc1,PubChem_filtered,545.64,545.64,3.57,4.0,4,11.0,11,8.0,8,1,9,110.63,6,40
MOL_015032,COc1ccc(N2CCN([C@H](c3cc4cc(OC)c(OC)cc4[nH]c3=O)c3nnnn3C3CCCC3)CC2)cc1,PubChem_filtered,545.64,545.64,3.57,4.0,4,11.0,11,8.0,8,1,9,110.63,6,40
MOL_015033,COc1cc2cc([C@@H](c3nnnn3C3CCCCC3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,486.58,486.58,4.19,4.0,4,9.0,9,6.0,6,1,7,98.16,6,36
MOL_015034,COc1cc2cc([C@H](c3nnnn3C3CCCCC3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,486.58,486.58,4.19,4.0,4,9.0,9,6.0,6,1,7,98.16,6,36
MOL_015035,COc1cc2cc([C@H](c3nnnn3C[C@@H]3CCCO3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,488.55,488.55,2.86,4.0,4,10.0,10,7.0,7,1,8,107.39,6,36
MOL_015036,COc1cc2cc([C@@H](c3nnnn3Cc3ccccc3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,494.56,494.56,3.73,5.0,5,9.0,9,7.0,7,1,7,98.16,6,37
MOL_015037,COc1cc2cc([C@H](c3nnnn3Cc3ccccc3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,494.56,494.56,3.73,5.0,5,9.0,9,7.0,7,1,7,98.16,6,37
MOL_015038,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCc2ccccc21,PubChem_filtered,474.57,474.57,3.83,4.0,4,9.0,9,7.0,7,1,7,98.16,5,35
MOL_015039,CCC(C)(C)n1nnnc1[C@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCc2ccccc21,PubChem_filtered,474.57,474.57,3.83,4.0,4,9.0,9,7.0,7,1,7,98.16,5,35
MOL_015040,COc1ccc(Cn2nnnc2[C@@H](c2cc3cc(OC)c(OC)cc3[nH]c2=O)N2CCc3ccccc32)cc1,PubChem_filtered,524.58,524.58,3.74,5.0,5,10.0,10,8.0,8,1,8,107.39,6,39
MOL_015041,COc1ccc(Cn2nnnc2[C@H](c2cc3cc(OC)c(OC)cc3[nH]c2=O)N2CCc3ccccc32)cc1,PubChem_filtered,524.58,524.58,3.74,5.0,5,10.0,10,8.0,8,1,8,107.39,6,39
MOL_015042,COc1cc2cc([C@@H](c3nnnn3Cc3ccc(F)cc3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,512.55,512.55,3.87,5.0,5,9.0,9,7.0,7,1,7,98.16,6,38
MOL_015043,COc1cc2cc([C@H](c3nnnn3Cc3ccc(F)cc3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,512.55,512.55,3.87,5.0,5,9.0,9,7.0,7,1,7,98.16,6,38
MOL_015044,COc1cc2cc([C@@H](c3nnnn3C3CCCC3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,472.55,472.55,3.8,4.0,4,9.0,9,6.0,6,1,7,98.16,6,35
MOL_015045,COc1cc2cc([C@H](c3nnnn3C3CCCC3)N3CCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,472.55,472.55,3.8,4.0,4,9.0,9,6.0,6,1,7,98.16,6,35
MOL_015046,COc1cc2cc([C@@H](c3nnnn3C3CCCCC3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,500.6,500.6,4.58,4.0,4,9.0,9,6.0,6,1,7,98.16,6,37
MOL_015047,COc1cc2cc([C@H](c3nnnn3C3CCCCC3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,500.6,500.6,4.58,4.0,4,9.0,9,6.0,6,1,7,98.16,6,37
MOL_015048,COc1cc2cc([C@H](c3nnnn3C[C@H]3CCCO3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,502.58,502.58,3.25,4.0,4,10.0,10,7.0,7,1,8,107.39,6,37
MOL_015049,COc1cc2cc([C@@H](c3nnnn3Cc3ccccc3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,508.58,508.58,4.12,5.0,5,9.0,9,7.0,7,1,7,98.16,6,38
MOL_015050,CCC(C)(C)n1nnnc1[C@@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCCc2ccccc21,PubChem_filtered,488.59,488.59,4.22,4.0,4,9.0,9,7.0,7,1,7,98.16,5,36
MOL_015051,CCC(C)(C)n1nnnc1[C@H](c1cc2cc(OC)c(OC)cc2[nH]c1=O)N1CCCc2ccccc21,PubChem_filtered,488.59,488.59,4.22,4.0,4,9.0,9,7.0,7,1,7,98.16,5,36
MOL_015052,COc1cc2cc([C@@H](c3nnnn3Cc3ccc(F)cc3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,526.57,526.57,4.26,5.0,5,9.0,9,7.0,7,1,7,98.16,6,39
MOL_015053,COc1cc2cc([C@H](c3nnnn3Cc3ccc(F)cc3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,526.57,526.57,4.26,5.0,5,9.0,9,7.0,7,1,7,98.16,6,39
MOL_015054,COc1cc2cc([C@@H](c3nnnn3C3CCCC3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,486.58,486.58,4.19,4.0,4,9.0,9,6.0,6,1,7,98.16,6,36
MOL_015055,COc1cc2cc([C@H](c3nnnn3C3CCCC3)N3CCCc4ccccc43)c(=O)[nH]c2cc1OC,PubChem_filtered,486.58,486.58,4.19,4.0,4,9.0,9,6.0,6,1,7,98.16,6,36
MOL_015056,O=C(COc1cc2ccccc2cn1)N1c2ccccc2CCc2ccccc21,PubChem_filtered,380.45,380.45,5.08,4.0,4,4.0,4,3.0,3,0,3,42.43,5,29
MOL_015057,CCOc1ccc2nc(S[C@H]3CC(=O)N(c4ccc(OC)cc4)C3=O)nc(C)c2c1,PubChem_filtered,423.49,423.49,3.77,3.0,3,8.0,8,6.0,6,0,7,81.62,4,30
MOL_015058,CCOc1ccc2nc(S[C@@H]3CC(=O)N(c4ccc(OC)cc4)C3=O)nc(C)c2c1,PubChem_filtered,423.49,423.49,3.77,3.0,3,8.0,8,6.0,6,0,7,81.62,4,30
MOL_015059,COc1cccc(N2C(=O)C[C@H](Sc3nc(C)c4cc(C)c(C)cc4n3)C2=O)c1,PubChem_filtered,407.5,407.5,3.99,3.0,3,7.0,7,4.0,4,0,6,72.39,4,29
MOL_015060,COc1cccc(N2C(=O)C[C@@H](Sc3nc(C)c4cc(C)c(C)cc4n3)C2=O)c1,PubChem_filtered,407.5,407.5,3.99,3.0,3,7.0,7,4.0,4,0,6,72.39,4,29
MOL_015061,Cc1cc(C)nc(SC(=O)N2c3ccccc3Sc3ccccc32)n1,PubChem_filtered,365.48,365.48,5.61,3.0,3,6.0,6,1.0,1,0,5,46.09,4,25
MOL_015062,Cc1ccnc(SC(=O)N2c3ccccc3Sc3ccccc32)n1,PubChem_filtered,351.46,351.46,5.3,3.0,3,6.0,6,1.0,1,0,5,46.09,4,24
MOL_015063,Cc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCCC3)CC2)c1C,PubChem_filtered,541.66,541.66,4.28,4.0,4,10.0,10,5.0,5,1,8,101.4,7,40
MOL_015064,CCOc1ccc2nc(S[C@H]3CC(=O)N(c4ccccc4)C3=O)nc(C)c2c1,PubChem_filtered,393.47,393.47,3.76,3.0,3,7.0,7,5.0,5,0,6,72.39,4,28
MOL_015065,CCOc1ccc2nc(S[C@@H]3CC(=O)N(c4ccccc4)C3=O)nc(C)c2c1,PubChem_filtered,393.47,393.47,3.76,3.0,3,7.0,7,5.0,5,0,6,72.39,4,28
MOL_015066,Cc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@H]3CCCO3)CC2)c1C,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015067,Cc1ccc2c(C)nc(S[C@H]3CC(=O)N(c4cccc5ccccc45)C3=O)nc2c1,PubChem_filtered,413.5,413.5,4.82,4.0,4,6.0,6,3.0,3,0,5,63.16,5,30
MOL_015068,Cc1ccc2c(C)nc(S[C@@H]3CC(=O)N(c4cccc5ccccc45)C3=O)nc2c1,PubChem_filtered,413.5,413.5,4.82,4.0,4,6.0,6,3.0,3,0,5,63.16,5,30
MOL_015069,Cc1cccc(N2CCN([C@@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1C,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015070,Cc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1C,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015071,Cc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3Cc3ccccc3)CC2)c1C,PubChem_filtered,549.64,549.64,3.82,5.0,5,10.0,10,6.0,6,1,8,101.4,7,41
MOL_015072,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2cccc(C)c2C)CC1,PubChem_filtered,529.65,529.65,3.92,4.0,4,10.0,10,6.0,6,1,8,101.4,6,39
MOL_015073,Cc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCC3)CC2)c1C,PubChem_filtered,527.63,527.63,3.89,4.0,4,10.0,10,5.0,5,1,8,101.4,7,39
MOL_015074,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,529.6,529.6,3.37,4.0,4,11.0,11,5.0,5,2,9,121.63,7,39
MOL_015075,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@H]1CCCO1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,531.57,531.57,2.04,4.0,4,12.0,12,6.0,6,2,10,130.86,7,39
MOL_015076,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,531.57,531.57,2.04,4.0,4,12.0,12,6.0,6,2,10,130.86,7,39
MOL_015077,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,531.57,531.57,2.04,4.0,4,12.0,12,6.0,6,2,10,130.86,7,39
MOL_015078,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,537.58,537.58,2.91,5.0,5,11.0,11,6.0,6,2,9,121.63,7,40
MOL_015079,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccc(O)cc2)CC1,PubChem_filtered,517.59,517.59,3.01,4.0,4,11.0,11,6.0,6,2,9,121.63,6,38
MOL_015080,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCN(c2ccc(O)cc2)CC1)OCO3,PubChem_filtered,515.57,515.57,2.98,4.0,4,11.0,11,5.0,5,2,9,121.63,7,38
MOL_015081,COc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCCC3)CC2)c1,PubChem_filtered,543.63,543.63,3.67,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015082,COc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@H]3CCCO3)CC2)c1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015083,COc1cccc(N2CCN([C@@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015084,COc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015085,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2cccc(OC)c2)CC1,PubChem_filtered,531.62,531.62,3.31,4.0,4,11.0,11,7.0,7,1,9,110.63,6,39
MOL_015086,COc1cccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCC3)CC2)c1,PubChem_filtered,529.6,529.6,3.28,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015087,Cc1ccc(Cl)cc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C2CCCC2)CC1,PubChem_filtered,548.05,548.05,4.23,4.0,4,10.0,10,5.0,5,1,8,101.4,7,39
MOL_015088,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCCC3)CC2)c1,PubChem_filtered,541.66,541.66,4.28,4.0,4,10.0,10,5.0,5,1,8,101.4,7,40
MOL_015089,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@H]3CCCO3)CC2)c1,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015090,Cc1ccc(C)c(N2CCN([C@@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015091,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)c1,PubChem_filtered,543.63,543.63,2.95,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015092,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3Cc3ccccc3)CC2)c1,PubChem_filtered,549.64,549.64,3.82,5.0,5,10.0,10,6.0,6,1,8,101.4,7,41
MOL_015093,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2cc(C)ccc2C)CC1,PubChem_filtered,529.65,529.65,3.92,4.0,4,10.0,10,6.0,6,1,8,101.4,6,39
MOL_015094,Cc1ccc(C)c(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCC3)CC2)c1,PubChem_filtered,527.63,527.63,3.89,4.0,4,10.0,10,5.0,5,1,8,101.4,7,39
MOL_015095,N#Cc1ccccc1N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(c1ccccc1C#N)C3=O,PubChem_filtered,468.43,468.43,4.18,4.0,4,8.0,8,2.0,2,0,6,122.34,6,36
MOL_015096,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCN(c2ccccc2)CC1)OCO3,PubChem_filtered,513.6,513.6,3.66,4.0,4,10.0,10,5.0,5,1,8,101.4,7,38
MOL_015097,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@H]1CCCO1)N1CCN(c2ccccc2)CC1)OCO3,PubChem_filtered,515.57,515.57,2.33,4.0,4,11.0,11,6.0,6,1,9,110.63,7,38
MOL_015098,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccccc2)CC1)OCO3,PubChem_filtered,515.57,515.57,2.33,4.0,4,11.0,11,6.0,6,1,9,110.63,7,38
MOL_015099,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccccc2)CC1)OCO3,PubChem_filtered,515.57,515.57,2.33,4.0,4,11.0,11,6.0,6,1,9,110.63,7,38
MOL_015100,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccccc2)CC1,PubChem_filtered,501.59,501.59,3.3,4.0,4,10.0,10,6.0,6,1,8,101.4,6,37
MOL_015101,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1Cc1ccc(F)cc1)N1CCN(c2ccccc2)CC1)OCO3,PubChem_filtered,539.57,539.57,3.34,5.0,5,10.0,10,6.0,6,1,8,101.4,7,40
MOL_015102,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,531.59,531.59,3.8,4.0,4,10.0,10,5.0,5,1,8,101.4,7,39
MOL_015103,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@H]1CCCO1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015104,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015105,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015106,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,539.57,539.57,3.34,5.0,5,10.0,10,6.0,6,1,8,101.4,7,40
MOL_015107,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccccc2F)CC1,PubChem_filtered,519.58,519.58,3.44,4.0,4,10.0,10,6.0,6,1,8,101.4,6,38
MOL_015108,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCN(c2ccccc2F)CC1)OCO3,PubChem_filtered,517.57,517.57,3.41,4.0,4,10.0,10,5.0,5,1,8,101.4,7,38
MOL_015109,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,531.59,531.59,3.8,4.0,4,10.0,10,5.0,5,1,8,101.4,7,39
MOL_015110,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@H]1CCCO1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015111,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015112,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C[C@@H]1CCCO1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,533.56,533.56,2.47,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015113,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,539.57,539.57,3.34,5.0,5,10.0,10,6.0,6,1,8,101.4,7,40
MOL_015114,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccc(F)cc2)CC1,PubChem_filtered,519.58,519.58,3.44,4.0,4,10.0,10,6.0,6,1,8,101.4,6,38
MOL_015115,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCN(c2ccc(F)cc2)CC1)OCO3,PubChem_filtered,517.57,517.57,3.41,4.0,4,10.0,10,5.0,5,1,8,101.4,7,38
MOL_015116,COc1ccccc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C2CCCCC2)CC1,PubChem_filtered,543.63,543.63,3.67,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015117,COc1ccccc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C[C@H]2CCCO2)CC1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015118,COc1ccccc1N1CCN([C@@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C[C@@H]2CCCO2)CC1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015119,COc1ccccc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C[C@@H]2CCCO2)CC1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015120,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccccc2OC)CC1,PubChem_filtered,531.62,531.62,3.31,4.0,4,11.0,11,7.0,7,1,9,110.63,6,39
MOL_015121,COc1ccccc1N1CCN([C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)c2nnnn2C2CCCC2)CC1,PubChem_filtered,529.6,529.6,3.28,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015122,COc1ccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCCC3)CC2)cc1,PubChem_filtered,543.63,543.63,3.67,4.0,4,11.0,11,6.0,6,1,9,110.63,7,40
MOL_015123,COc1ccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@H]3CCCO3)CC2)cc1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015124,COc1ccc(N2CCN([C@@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)cc1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015125,COc1ccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C[C@@H]3CCCO3)CC2)cc1,PubChem_filtered,545.6,545.6,2.34,4.0,4,12.0,12,7.0,7,1,10,119.86,7,40
MOL_015126,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCN(c2ccc(OC)cc2)CC1,PubChem_filtered,531.62,531.62,3.31,4.0,4,11.0,11,7.0,7,1,9,110.63,6,39
MOL_015127,COc1ccc(N2CCN([C@H](c3cc4cc5c(cc4[nH]c3=O)OCO5)c3nnnn3C3CCCC3)CC2)cc1,PubChem_filtered,529.6,529.6,3.28,4.0,4,11.0,11,6.0,6,1,9,110.63,7,39
MOL_015128,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCc2ccccc21)OCO3,PubChem_filtered,470.53,470.53,3.9,4.0,4,9.0,9,4.0,4,1,7,98.16,7,35
MOL_015129,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCc2ccccc21)OCO3,PubChem_filtered,478.51,478.51,3.44,5.0,5,9.0,9,5.0,5,1,7,98.16,7,36
MOL_015130,CCC(C)(C)n1nnnc1[C@H](c1cc2cc3c(cc2[nH]c1=O)OCO3)N1CCc2ccccc21,PubChem_filtered,458.52,458.52,3.54,4.0,4,9.0,9,5.0,5,1,7,98.16,6,34
MOL_015131,COc1ccc(Cn2nnnc2[C@H](c2cc3cc4c(cc3[nH]c2=O)OCO4)N2CCc3ccccc32)cc1,PubChem_filtered,508.54,508.54,3.45,5.0,5,10.0,10,6.0,6,1,8,107.39,7,38
MOL_015132,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCC1)N1CCc2ccccc21)OCO3,PubChem_filtered,456.51,456.51,3.51,4.0,4,9.0,9,4.0,4,1,7,98.16,7,34
MOL_015133,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1Cc1ccccc1)N1CCCc2ccccc21)OCO3,PubChem_filtered,492.54,492.54,3.83,5.0,5,9.0,9,5.0,5,1,7,98.16,7,37
MOL_015134,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C1CCCCC1)N1CCc2ccccc21)OCCO3,PubChem_filtered,484.56,484.56,3.94,4.0,4,9.0,9,4.0,4,1,7,98.16,7,36
MOL_015135,O=c1[nH]c2cc3c(cc2cc1[C@H](c1nnnn1C1CCCCC1)N1CCc2ccccc21)OCCO3,PubChem_filtered,484.56,484.56,3.94,4.0,4,9.0,9,4.0,4,1,7,98.16,7,36
MOL_015136,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CCc2ccccc21)OCCO3,PubChem_filtered,486.53,486.53,2.62,4.0,4,10.0,10,5.0,5,1,8,107.39,7,36
